OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,NAICS_Code,NAICS_Description
b2b_cleaning_and_waste_management,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
financial_service,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
interior_design,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
image_consultant,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
legal_services,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
employment_law,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
social_security_law,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
floral_designer,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
stress_management_services,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
instrumentation_engineers,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
tax_services,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
appraisal_services,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
exterior_design,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
immigration_law,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
editorial_services,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
landscape_architect,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
contract_law,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
executive_search_consultants,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
disability_law,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
estate_planning_law,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
mediator,Professional Services,Professional Services,541990,"All Other Professional, Scientific, and Technical Services"
home_inspector,Real Estate,Real Estate,531210,Offices of Real Estate Agents and Brokers
real_estate_photography,Real Estate,Real Estate,531210,Offices of Real Estate Agents and Brokers
home_developer,Real Estate,Real Estate,531210,Offices of Real Estate Agents and Brokers
real_estate_agent,Real Estate,Real Estate,531210,Offices of Real Estate Agents and Brokers
commercial_real_estate,Real Estate,Real Estate,531210,Offices of Real Estate Agents and Brokers
real_estate_service,Real Estate,Real Estate,531210,Offices of Real Estate Agents and Brokers
home_staging,Real Estate,Real Estate,531210,Offices of Real Estate Agents and Brokers
real_estate,Real Estate,Real Estate,531210,Offices of Real Estate Agents and Brokers
episcopal_church,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
pentecostal_church,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
church_cathedral,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
synagogue,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
religious_organization,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
mystic,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
catholic_church,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
jehovahs_witness_kingdom_hall,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
religious_items,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
mosque,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
psychic,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
sikh_temple,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
astrologer,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
evangelical_church,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
buddhist_temple,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
temple,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
hindu_temple,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
baptist_church,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
religious_destination,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
wedding_chapel,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
anglican_church,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
convents_and_monasteries,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
meditation_center,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
mission,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
psychic_medium,Religious & Spiritual,Religious & Spiritual,813110,Religious Organizations
hardware_store,Retail & Shopping,Retail & Shopping,444130,Hardware Stores
thrift_store,Retail & Shopping,Retail & Shopping,453310,Used Merchandise Stores
threads_and_yarns_wholesaler,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
home_theater_systems_stores,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
kiosk,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
aquatic_pet_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
sunglasses_store,Retail & Shopping,Retail & Shopping,448190,Other Clothing Stores
furniture_accessory_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
convenience_store,Retail & Shopping,Retail & Shopping,445120,Convenience Stores
clothing_company,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
outdoor_gear,Retail & Shopping,Retail & Shopping,451110,Sporting Goods Stores
formal_wear_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
flea_market,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
orthopedic_shoe_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
ethical_grocery,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
childrens_clothing_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
fur_clothing,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
grocery_store,Retail & Shopping,Retail & Shopping,445110,Supermarkets and Other Grocery (except Convenience) Stores
welding_supply_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
building_supply_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
marketing_agency,Retail & Shopping,Retail & Shopping,541613,Marketing Consulting Services
kosher_grocery_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
b2b_apparel,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
plus_size_clothing,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
car_stereo_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
lawn_mower_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
pet_store,Retail & Shopping,Retail & Shopping,453910,Pet and Pet Supplies Stores
rug_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
tire_repair_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
retail,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
asian_grocery_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
online_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
duty_free_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
womens_clothing_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
paint_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
framing_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
swimwear_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
window_treatment_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
gift_shop,Retail & Shopping,Retail & Shopping,453220,"Gift, Novelty, and Souvenir Stores"
discount_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
photography_store_and_services,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
home_improvement_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
mattress_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
supermarket,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
reptile_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
spiritual_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
pawn_shop,Retail & Shopping,Retail & Shopping,522298,All Other Nondepository Credit Intermediation
machine_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
japanese_confectionery_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
water_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
internet_marketing_service,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
lumber_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
outdoor_furniture_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
wholesale_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
night_market,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
fertilizer_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
ceremonial_clothing,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
fashion_accessories_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
surf_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
art_supply_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
army_and_navy_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
academic_bookstore,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
flower_markets,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
carpet_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
eyewear_and_optician,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
boat_parts_and_supply_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
audio_visual_equipment_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
outlet_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
farmers_market,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
custom_t_shirt_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
hair_supply_stores,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
denim_wear_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
uniform_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
musical_instrument_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
gun_and_ammo,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
traditional_clothing,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
dive_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
music_and_dvd_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
luggage_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
mexican_grocery_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
optical_wholesaler,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
skate_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
toy_store,Retail & Shopping,Retail & Shopping,451120,"Hobby, Toy, and Game Stores"
tobacco_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
personal_shopper,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
liquor_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
diy_auto_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
jewelry_store,Retail & Shopping,Retail & Shopping,448310,Jewelry Stores
shoe_store,Retail & Shopping,Retail & Shopping,448210,Shoe Stores
international_grocery_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
piano_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
hobby_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
herbal_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
used_vintage_and_consignment,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
newspaper_and_magazines_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
bridal_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
honey_farm_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
mobile_phone_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
boutique,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
firework_retailer,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
guitar_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
specialty_grocery_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
indian_grocery_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
flowers_and_gifts_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
telemarketing_services,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
knitting_supply,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
korean_grocery_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
brewing_supply_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
lighting_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
trophy_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
herb_and_spice_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
flooring_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
comic_books_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
russian_grocery_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
vinyl_record_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
auto_parts_and_supply_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
pen_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
handicraft_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
designer_clothing,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
bookstore,Retail & Shopping,Retail & Shopping,451211,Book Stores
perfume_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
plastic_injection_molding_workshop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
woodworking_supply_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
agricultural_seed_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
craft_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
japanese_grocery_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
appliance_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
beverage_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
electronics_repair_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
bathroom_fixture_stores,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
candle_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
tire_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
watch_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
computer_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
farming_equipment_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
cannabis_dispensary,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
do_it_yourself_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
sporting_goods,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
electrical_supply_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
marketing_consultant,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
livestock_feed_and_supply_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
kitchen_supply_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
battery_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
drone_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
souvenir_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
shopping_center,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
t_shirt_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
video_game_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
custom_cakes_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
mens_clothing_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
auto_body_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
horse_equipment_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
fabric_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
avionics_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
electronics,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
organic_grocery_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
antique_store,Retail & Shopping,Retail & Shopping,453310,Used Merchandise Stores
educational_supply_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
motorsports_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
custom_clothing,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
superstore,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
pop_up_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
wallpaper_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
furniture_store,Retail & Shopping,Retail & Shopping,442110,Furniture Stores
military_surplus_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
indian_sweets_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
cards_and_stationery_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
archery_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
bird_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
lingerie_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
used_bookstore,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
home_goods_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
dairy_stores,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
clothing_store,Retail & Shopping,Retail & Shopping,448140,Family Clothing Stores
iron_and_steel_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
ski_and_snowboard_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
clothing_rental,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
rental_kiosks,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
shopping,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
department_store,Retail & Shopping,Retail & Shopping,452311,Department Stores (except Discount Department Stores)
hat_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
adult_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
costume_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
e_cigarette_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
bedding_and_bath_stores,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
bicycle_shop,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
safe_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
drugstore,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
handbag_stores,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
wig_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
tile_store,Retail & Shopping,Retail & Shopping,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores)
baseball_field,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
surfing,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
volleyball_club,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
go_kart_club,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
go_kart_track,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
rugby_pitch,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
trail,Sports & Recreation,Sports & Recreation,712190,Nature Parks and Other Similar Institutions
free_diving_center,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
baseball_stadium,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
disc_golf_course,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
paintball,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
professional_sports_league,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
golf_instructor,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
school_sports_team,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
sky_diving,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
paddleboarding_center,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
sports_and_recreation_venue,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
mountain_bike_trails,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
canoe_and_kayak_hire_service,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
horse_racing_track,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
archery_range,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
sailing_club,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
fishing_charter,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
hockey_arena,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
professional_sports_team,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
scuba_diving_center,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
volleyball_court,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
tennis_stadium,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
