OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_ID,FSQ_Category_Label,FSQ_Category_Primary,FSQ_Category_Secondary,Match_Score,Match_Quality
driving_school,Other Services,Other Services,10050,Arts and Entertainment > Samba School,Arts and Entertainment , Samba School,0.538,Low
social_club,Other Services,Other Services,12097,Community and Government > Social Club,Community and Government , Social Club,1.0,High
island,Parks & Natural Features,Parks & Natural Features,16022,Landmarks and Outdoors > Island,Landmarks and Outdoors , Island,1.0,High
playground,Parks & Natural Features,Parks & Natural Features,16008,Landmarks and Outdoors > Campground,Landmarks and Outdoors , Campground,0.7,Medium
desert,Parks & Natural Features,Parks & Natural Features,13040,Dining and Drinking > Dessert Shop,Dining and Drinking , Dessert Shop,0.667,Medium
nursery_and_gardening,Parks & Natural Features,Parks & Natural Features,15021,Health and Medicine > Nurse,Health and Medicine , Nurse,0.9,High
canyon,Parks & Natural Features,Parks & Natural Features,10008,Arts and Entertainment > Casino,Arts and Entertainment , Casino,0.667,Medium
forest,Parks & Natural Features,Parks & Natural Features,16015,Landmarks and Outdoors > Forest,Landmarks and Outdoors , Forest,1.0,High
lake,Parks & Natural Features,Parks & Natural Features,16023,Landmarks and Outdoors > Lake,Landmarks and Outdoors , Lake,1.0,High
waterfall,Parks & Natural Features,Parks & Natural Features,16052,Landmarks and Outdoors > Waterfall,Landmarks and Outdoors , Waterfall,1.0,High
hot_springs,Parks & Natural Features,Parks & Natural Features,16021,Landmarks and Outdoors > Hot Spring,Landmarks and Outdoors , Hot Spring,0.952,High
beach,Parks & Natural Features,Parks & Natural Features,16003,Landmarks and Outdoors > Beach,Landmarks and Outdoors , Beach,1.0,High
cave,Parks & Natural Features,Parks & Natural Features,16012,Landmarks and Outdoors > Cave,Landmarks and Outdoors , Cave,1.0,High
mountain,Parks & Natural Features,Parks & Natural Features,16027,Landmarks and Outdoors > Mountain,Landmarks and Outdoors , Mountain,1.0,High
nature_reserve,Parks & Natural Features,Parks & Natural Features,16028,Landmarks and Outdoors > Nature Preserve,Landmarks and Outdoors , Nature Preserve,0.966,High
national_park,Parks & Natural Features,Parks & Natural Features,16032,Landmarks and Outdoors > Park,Landmarks and Outdoors , Park,0.9,High
forestry_service,Parks & Natural Features,Parks & Natural Features,11002,Business and Professional Services > Agriculture and Forestry Service,Business and Professional Services , Agriculture and Forestry Service,0.9,High
mobile_home_park,Parks & Natural Features,Parks & Natural Features,16032,Landmarks and Outdoors > Park,Landmarks and Outdoors , Park,0.9,High
atv_recreation_park,Parks & Natural Features,Parks & Natural Features,16032,Landmarks and Outdoors > Park,Landmarks and Outdoors , Park,0.9,High
sand_dune,Parks & Natural Features,Parks & Natural Features,18081,Sports and Recreation > Sauna,Sports and Recreation , Sauna,0.571,Low
hydroponic_gardening,Parks & Natural Features,Parks & Natural Features,16017,Landmarks and Outdoors > Garden,Landmarks and Outdoors , Garden,0.9,High
home_and_garden,Parks & Natural Features,Parks & Natural Features,16017,Landmarks and Outdoors > Garden,Landmarks and Outdoors , Garden,0.9,High
wildlife_control,Parks & Natural Features,Parks & Natural Features,17101,Retail > Garden Center,Retail , Garden Center,0.483,Low
playground_equipment_supplier,Parks & Natural Features,Parks & Natural Features,11032,Business and Professional Services > Electrical Equipment Supplier,Business and Professional Services , Electrical Equipment Supplier,0.724,Medium
park_and_rides,Parks & Natural Features,Parks & Natural Features,16032,Landmarks and Outdoors > Park,Landmarks and Outdoors , Park,0.9,High
park,Parks & Natural Features,Parks & Natural Features,16032,Landmarks and Outdoors > Park,Landmarks and Outdoors , Park,1.0,High
beer_garden,Parks & Natural Features,Parks & Natural Features,16017,Landmarks and Outdoors > Garden,Landmarks and Outdoors , Garden,0.9,High
beach_equipment_rentals,Parks & Natural Features,Parks & Natural Features,16003,Landmarks and Outdoors > Beach,Landmarks and Outdoors , Beach,0.9,High
natural_hot_springs,Parks & Natural Features,Parks & Natural Features,16021,Landmarks and Outdoors > Hot Spring,Landmarks and Outdoors , Hot Spring,0.9,High
holiday_park,Parks & Natural Features,Parks & Natural Features,16032,Landmarks and Outdoors > Park,Landmarks and Outdoors , Park,0.9,High
river,Parks & Natural Features,Parks & Natural Features,16043,Landmarks and Outdoors > River,Landmarks and Outdoors , River,1.0,High
community_gardens,Parks & Natural Features,Parks & Natural Features,16017,Landmarks and Outdoors > Garden,Landmarks and Outdoors , Garden,0.9,High
wildlife_sanctuary,Parks & Natural Features,Parks & Natural Features,17137,Retail > Video Store,Retail , Video Store,0.483,Low
dog_park,Parks & Natural Features,Parks & Natural Features,16032,Landmarks and Outdoors > Park,Landmarks and Outdoors , Park,0.9,High
spring_supplier,Parks & Natural Features,Parks & Natural Features,11132,Business and Professional Services > Paper Supplier,Business and Professional Services , Paper Supplier,0.759,Medium
personal_chef,Personal Services,Personal Services,18038,Sports and Recreation > Personal Trainer,Sports and Recreation , Personal Trainer,0.69,Medium
laundry_services,Personal Services,Personal Services,11069,Business and Professional Services > Laundry Service,Business and Professional Services , Laundry Service,0.968,High
sewing_and_alterations,Personal Services,Personal Services,18000,Sports and Recreation,Sports and Recreation,,0.605,Medium
valet_service,Personal Services,Personal Services,11038,Business and Professional Services > Event Service,Business and Professional Services , Event Service,0.846,High
gents_tailor,Personal Services,Personal Services,11166,Business and Professional Services > Tailor,Business and Professional Services , Tailor,0.9,High
personal_assistant,Personal Services,Personal Services,18038,Sports and Recreation > Personal Trainer,Sports and Recreation , Personal Trainer,0.706,Medium
matchmaker,Personal Services,Personal Services,10003,Arts and Entertainment > Arcade,Arts and Entertainment , Arcade,0.5,Low
engraving,Personal Services,Personal Services,11034,Business and Professional Services > Engineer,Business and Professional Services , Engineer,0.588,Low
pet_photography,Pet Services,Pet Services,11137,Business and Professional Services > Photography Service,Business and Professional Services , Photography Service,0.647,Medium
homeless_shelter,Pet Services,Pet Services,12077,Community and Government > Homeless Shelter,Community and Government , Homeless Shelter,1.0,High
animal_shelter,Pet Services,Pet Services,12002,Community and Government > Animal Shelter,Community and Government , Animal Shelter,1.0,High
pet_adoption,Pet Services,Pet Services,11173,Business and Professional Services > TV Station,Business and Professional Services , TV Station,0.636,Medium
animal_rescue_service,Pet Services,Pet Services,11145,Business and Professional Services > Real Estate Service,Business and Professional Services , Real Estate Service,0.7,Medium
pet_sitting,Pet Services,Pet Services,11173,Business and Professional Services > TV Station,Business and Professional Services , TV Station,0.667,Medium
pet_services,Pet Services,Pet Services,11133,Business and Professional Services > Pet Service,Business and Professional Services , Pet Service,0.957,High
pet_breeder,Pet Services,Pet Services,13029,Dining and Drinking > Brewery,Dining and Drinking , Brewery,0.556,Low
adoption_services,Pet Services,Pet Services,11171,Business and Professional Services > Translation Service,Business and Professional Services , Translation Service,0.722,Medium
pet_cemetery_and_crematorium_services,Pet Services,Pet Services,12003,Community and Government > Cemetery,Community and Government , Cemetery,0.9,High
pet_boarding,Pet Services,Pet Services,19020,Travel and Transportation > Parking,Travel and Transportation , Parking,0.632,Medium
dog_walkers,Pet Services,Pet Services,10006,Arts and Entertainment > Bowling Alley,Arts and Entertainment , Bowling Alley,0.5,Low
flyboarding_center,Pet Services,Pet Services,10005,Arts and Entertainment > Bingo Center,Arts and Entertainment , Bingo Center,0.733,Medium
carpet_installation,Pet Services,Pet Services,11173,Business and Professional Services > TV Station,Business and Professional Services , TV Station,0.621,Medium
pet_groomer,Pet Services,Pet Services,10015,Arts and Entertainment > Escape Room,Arts and Entertainment , Escape Room,0.636,Medium
flyboarding_rental,Pet Services,Pet Services,19003,Travel and Transportation > Boat Rental,Travel and Transportation , Boat Rental,0.69,Medium
appellate_practice_lawyers,Professional Services,Professional Services,11117,Business and Professional Services > Lottery Retailer,Business and Professional Services , Lottery Retailer,0.476,Low
unemployment_office,Professional Services,Professional Services,11020,Business and Professional Services > Office > Business and Strategy Consulting Office,Business and Professional Services , Office ,0.9,High
construction_management,Professional Services,Professional Services,11028,Business and Professional Services > Construction,Business and Professional Services , Construction,0.9,High
pain_management,Professional Services,Healthcare & Medical,11175,Business and Professional Services > Waste Management Service,Business and Professional Services , Waste Management Service,0.615,Medium
business_management_services,Professional Services,Professional Services,11175,Business and Professional Services > Waste Management Service,Business and Professional Services , Waste Management Service,0.808,High
divorce_and_family_law,Professional Services,Professional Services,15017,Health and Medicine > Medical Lab,Health and Medicine , Medical Lab,0.485,Low
forestry_consultants,Professional Services,Professional Services,16015,Landmarks and Outdoors > Forest,Landmarks and Outdoors , Forest,0.9,High
traffic_ticketing_law,Professional Services,Professional Services,19006,Travel and Transportation > Electric Vehicle Charging Station,Travel and Transportation , Electric Vehicle Charging Station,0.481,Low
translation_services,Professional Services,Professional Services,11171,Business and Professional Services > Translation Service,Business and Professional Services , Translation Service,0.974,High
architect,Professional Services,Professional Services,11003,Business and Professional Services > Architecture Firm,Business and Professional Services , Architecture Firm,0.9,High
engineering_services,Professional Services,Professional Services,11034,Business and Professional Services > Engineer,Business and Professional Services , Engineer,0.9,High
lawyer,Professional Services,Professional Services,16023,Landmarks and Outdoors > Lake,Landmarks and Outdoors , Lake,0.6,Medium
architectural_designer,Professional Services,Professional Services,11003,Business and Professional Services > Architecture Firm,Business and Professional Services , Architecture Firm,0.718,Medium
paralegal_services,Professional Services,Professional Services,11111,Business and Professional Services > Legal Service,Business and Professional Services , Legal Service,0.9,High
civil_rights_lawyers,Professional Services,Professional Services,16024,Landmarks and Outdoors > Lighthouse,Landmarks and Outdoors , Lighthouse,0.467,Low
architectural_tours,Professional Services,Professional Services,11003,Business and Professional Services > Architecture Firm,Business and Professional Services , Architecture Firm,0.722,Medium
workers_compensation_law,Professional Services,Professional Services,18000,Sports and Recreation,Sports and Recreation,,0.489,Low
accountant,Professional Services,Professional Services,16016,Landmarks and Outdoors > Fountain,Landmarks and Outdoors , Fountain,0.667,Medium
financial_advising,Professional Services,Professional Services,11042,Business and Professional Services > Financial Service,Business and Professional Services , Financial Service,0.686,Medium
photographer,Professional Services,Professional Services,11137,Business and Professional Services > Photography Service,Business and Professional Services , Photography Service,0.774,Medium
dui_law,Professional Services,Professional Services,15017,Health and Medicine > Medical Lab,Health and Medicine , Medical Lab,0.556,Low
business_consulting,Professional Services,Professional Services,11021,Business and Professional Services > Business Center,Business and Professional Services , Business Center,0.706,Medium
videographer,Professional Services,Professional Services,17137,Retail > Video Store,Retail , Video Store,0.609,Medium
web_designer,Professional Services,Professional Services,13387,Dining and Drinking > Winery,Dining and Drinking , Winery,0.556,Low
advertising_agency,Professional Services,Professional Services,11001,Business and Professional Services > Advertising Agency,Business and Professional Services , Advertising Agency,1.0,High
employment_agencies,Professional Services,Professional Services,11033,Business and Professional Services > Employment Agency,Business and Professional Services , Employment Agency,0.889,High
bookkeeper,Professional Services,Professional Services,17018,Retail > Bookstore,Retail , Bookstore,0.526,Low
graphic_designer,Professional Services,Professional Services,10046,Arts and Entertainment > Psychic and Astrologer,Arts and Entertainment , Psychic and Astrologer,0.526,Low
criminal_defense_law,Professional Services,Professional Services,17143,Retail > Marijuana Dispensary,Retail , Marijuana Dispensary,0.5,Low
human_resource_services,Professional Services,Professional Services,11103,Business and Professional Services > Human Resources Agency,Business and Professional Services , Human Resources Agency,0.756,Medium
lawn_service,Professional Services,Professional Services,11069,Business and Professional Services > Laundry Service,Business and Professional Services , Laundry Service,0.815,High
business_law,Professional Services,Professional Services,11021,Business and Professional Services > Business Center,Business and Professional Services , Business Center,0.667,Medium
business_advertising,Professional Services,Professional Services,11182,Business and Professional Services > Business Service,Business and Professional Services , Business Service,0.667,Medium
tax_law,Professional Services,Professional Services,19027,Travel and Transportation > Toll Plaza,Travel and Transportation , Toll Plaza,0.471,Low
patent_law,Professional Services,Professional Services,19003,Travel and Transportation > Boat Rental,Travel and Transportation , Boat Rental,0.571,Low
civil_engineers,Professional Services,Professional Services,11034,Business and Professional Services > Engineer,Business and Professional Services , Engineer,0.9,High
acoustical_consultant,Professional Services,Professional Services,11119,Business and Professional Services > Management Consultant,Business and Professional Services , Management Consultant,0.619,Medium
personal_injury_law,Professional Services,Professional Services,18038,Sports and Recreation > Personal Trainer,Sports and Recreation , Personal Trainer,0.686,Medium
temp_agency,Professional Services,Professional Services,19055,Travel and Transportation > Travel Agency,Travel and Transportation , Travel Agency,0.75,Medium
direct_mail_advertising,Professional Services,Professional Services,11185,Business and Professional Services > Direct Mail and Email Marketing Service,Business and Professional Services , Direct Mail and Email Marketing Service,0.645,Medium
it_consultant,Professional Services,Professional Services,11119,Business and Professional Services > Management Consultant,Business and Professional Services , Management Consultant,0.706,Medium
structural_engineer,Professional Services,Professional Services,11034,Business and Professional Services > Engineer,Business and Professional Services , Engineer,0.9,High
product_design,Professional Services,Professional Services,12009,Community and Government > Education,Community and Government , Education,0.522,Low
law_enforcement,Professional Services,Professional Services,19022,Travel and Transportation > Platform,Travel and Transportation , Platform,0.522,Low
business_records_storage_and_management,Professional Services,Professional Services,11021,Business and Professional Services > Business Center,Business and Professional Services , Business Center,0.481,Low
architecture,Professional Services,Professional Services,11003,Business and Professional Services > Architecture Firm,Business and Professional Services , Architecture Firm,0.9,High
agricultural_engineering_service,Professional Services,Professional Services,11034,Business and Professional Services > Engineer,Business and Professional Services , Engineer,0.9,High
real_estate_law,Professional Services,Professional Services,11145,Business and Professional Services > Real Estate Service,Business and Professional Services , Real Estate Service,0.706,Medium
tenant_and_eviction_law,Professional Services,Professional Services,18000,Sports and Recreation,Sports and Recreation,,0.545,Low
energy_management_and_conservation_consultants,Professional Services,Professional Services,11119,Business and Professional Services > Management Consultant,Business and Professional Services , Management Consultant,0.627,Medium
consultant_and_general_service,Professional Services,Professional Services,11056,Business and Professional Services > Food and Beverage Service,Business and Professional Services , Food and Beverage Service,0.655,Medium
manufacturing_and_industrial_consultant,Professional Services,Professional Services,11106,Business and Professional Services > Industrial Estate,Business and Professional Services , Industrial Estate,0.536,Low
ip_and_internet_law,Professional Services,Professional Services,10020,Arts and Entertainment > Internet Cafe,Arts and Entertainment , Internet Cafe,0.625,Medium
bankruptcy_law,Professional Services,Professional Services,13002,Dining and Drinking > Bakery,Dining and Drinking , Bakery,0.5,Low
outdoor_advertising,Professional Services,Professional Services,11189,"Business and Professional Services > Print, TV, Radio and Outdoor Advertising Service",Business and Professional Services ," Print, TV, Radio and Outdoor Advertising Service",0.9,High
transcription_services,Professional Services,Professional Services,11171,Business and Professional Services > Translation Service,Business and Professional Services , Translation Service,0.829,High
property_management,Professional Services,Professional Services,11175,Business and Professional Services > Waste Management Service,Business and Professional Services , Waste Management Service,0.558,Low
b2b_cleaning_and_waste_management,Professional Services,Professional Services,11175,Business and Professional Services > Waste Management Service,Business and Professional Services , Waste Management Service,0.561,Low
financial_service,Professional Services,Professional Services,11042,Business and Professional Services > Financial Service,Business and Professional Services , Financial Service,1.0,High
interior_design,Professional Services,Professional Services,15054,Health and Medicine > Veterinarian,Health and Medicine , Veterinarian,0.519,Low
image_consultant,Professional Services,Professional Services,11119,Business and Professional Services > Management Consultant,Business and Professional Services , Management Consultant,0.811,High
legal_services,Professional Services,Professional Services,11111,Business and Professional Services > Legal Service,Business and Professional Services , Legal Service,0.963,High
employment_law,Professional Services,Professional Services,11033,Business and Professional Services > Employment Agency,Business and Professional Services , Employment Agency,0.774,Medium
social_security_law,Professional Services,Professional Services,12097,Community and Government > Social Club,Community and Government , Social Club,0.6,Medium
floral_designer,Professional Services,Professional Services,12005,Community and Government > Cultural Center,Community and Government , Cultural Center,0.6,Medium
stress_management_services,Professional Services,Professional Services,11175,Business and Professional Services > Waste Management Service,Business and Professional Services , Waste Management Service,0.88,High
instrumentation_engineers,Professional Services,Professional Services,11034,Business and Professional Services > Engineer,Business and Professional Services , Engineer,0.9,High
tax_services,Professional Services,Professional Services,11133,Business and Professional Services > Pet Service,Business and Professional Services , Pet Service,0.783,Medium
appraisal_services,Professional Services,Professional Services,11006,Business and Professional Services > Audiovisual Service,Business and Professional Services , Audiovisual Service,0.703,Medium
exterior_design,Professional Services,Professional Services,15054,Health and Medicine > Veterinarian,Health and Medicine , Veterinarian,0.593,Low
immigration_law,Professional Services,Professional Services,16019,Landmarks and Outdoors > Hiking Trail,Landmarks and Outdoors , Hiking Trail,0.519,Low
editorial_services,Professional Services,Professional Services,11006,Business and Professional Services > Audiovisual Service,Business and Professional Services , Audiovisual Service,0.757,Medium
landscape_architect,Professional Services,Professional Services,11003,Business and Professional Services > Architecture Firm,Business and Professional Services , Architecture Firm,0.5,Low
contract_law,Professional Services,Professional Services,10012,Arts and Entertainment > Country Dance Club,Arts and Entertainment , Country Dance Club,0.6,Medium
executive_search_consultants,Professional Services,Professional Services,11119,Business and Professional Services > Management Consultant,Business and Professional Services , Management Consultant,0.571,Low
disability_law,Professional Services,Professional Services,15017,Health and Medicine > Medical Lab,Health and Medicine , Medical Lab,0.56,Low
estate_planning_law,Professional Services,Professional Services,16040,Landmarks and Outdoors > Pedestrian Plaza,Landmarks and Outdoors , Pedestrian Plaza,0.514,Low
mediator,Professional Services,Professional Services,15016,Health and Medicine > Medical Center,Health and Medicine , Medical Center,0.636,Medium
home_inspector,Real Estate,Real Estate,12077,Community and Government > Homeless Shelter,Community and Government , Homeless Shelter,0.6,Medium
real_estate_photography,Real Estate,Real Estate,11145,Business and Professional Services > Real Estate Service,Business and Professional Services , Real Estate Service,0.619,Medium
home_developer,Real Estate,Real Estate,12079,Community and Government > Housing Development,Community and Government , Housing Development,0.667,Medium
real_estate_agent,Real Estate,Real Estate,11145,Business and Professional Services > Real Estate Service,Business and Professional Services , Real Estate Service,0.722,Medium
commercial_real_estate,Real Estate,Real Estate,16025,Landmarks and Outdoors > Memorial Site,Landmarks and Outdoors , Memorial Site,0.571,Low
real_estate_service,Real Estate,Real Estate,11145,Business and Professional Services > Real Estate Service,Business and Professional Services , Real Estate Service,1.0,High
home_staging,Real Estate,Real Estate,16021,Landmarks and Outdoors > Hot Spring,Landmarks and Outdoors , Hot Spring,0.636,Medium
real_estate,Real Estate,Real Estate,11145,Business and Professional Services > Real Estate Service,Business and Professional Services , Real Estate Service,0.9,High
episcopal_church,Religious & Spiritual,Religious & Spiritual,10014,Arts and Entertainment > Disc Golf Course,Arts and Entertainment , Disc Golf Course,0.562,Low
pentecostal_church,Religious & Spiritual,Religious & Spiritual,11037,Business and Professional Services > Equipment Rental Service,Business and Professional Services , Equipment Rental Service,0.476,Low
church_cathedral,Religious & Spiritual,Religious & Spiritual,13037,Dining and Drinking > Cafeteria,Dining and Drinking , Cafeteria,0.48,Low
synagogue,Religious & Spiritual,Religious & Spiritual,15022,Health and Medicine > Nursing Home,Health and Medicine , Nursing Home,0.476,Low
religious_organization,Religious & Spiritual,Religious & Spiritual,12082,Community and Government > Organization,Community and Government , Organization,0.9,High
mystic,Religious & Spiritual,Religious & Spiritual,18029,Sports and Recreation > Gymnastics,Sports and Recreation , Gymnastics,0.625,Medium
catholic_church,Religious & Spiritual,Religious & Spiritual,19065,Travel and Transportation > Cable Car,Travel and Transportation , Cable Car,0.5,Low
jehovahs_witness_kingdom_hall,Religious & Spiritual,Religious & Spiritual,11177,Business and Professional Services > Wedding Hall,Business and Professional Services , Wedding Hall,0.439,Low
religious_items,Religious & Spiritual,Religious & Spiritual,16024,Landmarks and Outdoors > Lighthouse,Landmarks and Outdoors , Lighthouse,0.56,Low
mosque,Religious & Spiritual,Religious & Spiritual,16026,Landmarks and Outdoors > Monument,Landmarks and Outdoors , Monument,0.571,Low
psychic,Religious & Spiritual,Religious & Spiritual,10046,Arts and Entertainment > Psychic and Astrologer,Arts and Entertainment , Psychic and Astrologer,0.9,High
sikh_temple,Religious & Spiritual,Religious & Spiritual,13382,Dining and Drinking > Snack Place,Dining and Drinking , Snack Place,0.545,Low
astrologer,Religious & Spiritual,Religious & Spiritual,10046,Arts and Entertainment > Psychic and Astrologer,Arts and Entertainment , Psychic and Astrologer,0.9,High
evangelical_church,Religious & Spiritual,Religious & Spiritual,11060,Business and Professional Services > Geological Service,Business and Professional Services , Geological Service,0.5,Low
buddhist_temple,Religious & Spiritual,Religious & Spiritual,16029,Landmarks and Outdoors > Nudist Beach,Landmarks and Outdoors , Nudist Beach,0.519,Low
temple,Religious & Spiritual,Religious & Spiritual,16069,Landmarks and Outdoors > Tree,Landmarks and Outdoors , Tree,0.6,Medium
hindu_temple,Religious & Spiritual,Religious & Spiritual,12008,Community and Government > Dump,Community and Government , Dump,0.5,Low
baptist_church,Religious & Spiritual,Religious & Spiritual,15002,Health and Medicine > AIDS Resource,Health and Medicine , AIDS Resource,0.519,Low
religious_destination,Religious & Spiritual,Religious & Spiritual,11144,Business and Professional Services > Radio Station,Business and Professional Services , Radio Station,0.647,Medium
wedding_chapel,Religious & Spiritual,Religious & Spiritual,11177,Business and Professional Services > Wedding Hall,Business and Professional Services , Wedding Hall,0.846,High
anglican_church,Religious & Spiritual,Religious & Spiritual,10049,Arts and Entertainment > Salsa Club,Arts and Entertainment , Salsa Club,0.48,Low
convents_and_monasteries,Religious & Spiritual,Religious & Spiritual,11000,Business and Professional Services,Business and Professional Services,,0.586,Low
meditation_center,Religious & Spiritual,Religious & Spiritual,12093,Community and Government > Rehabilitation Center,Community and Government , Rehabilitation Center,0.789,Medium
mission,Religious & Spiritual,Religious & Spiritual,12090,Community and Government > Prison,Community and Government , Prison,0.615,Medium
psychic_medium,Religious & Spiritual,Religious & Spiritual,10046,Arts and Entertainment > Psychic and Astrologer,Arts and Entertainment , Psychic and Astrologer,0.5,Low
hardware_store,Retail & Shopping,Retail & Shopping,17090,Retail > Hardware Store,Retail , Hardware Store,1.0,High
thrift_store,Retail & Shopping,Retail & Shopping,17138,Retail > Vintage and Thrift Store,Retail , Vintage and Thrift Store,0.9,High
threads_and_yarns_wholesaler,Retail & Shopping,Retail & Shopping,11179,Business and Professional Services > Wholesaler,Business and Professional Services , Wholesaler,0.9,High
home_theater_systems_stores,Retail & Shopping,Retail & Shopping,17093,Retail > Leather Goods Store,Retail , Leather Goods Store,0.565,Low
kiosk,Retail & Shopping,Retail & Shopping,16024,Landmarks and Outdoors > Lighthouse,Landmarks and Outdoors , Lighthouse,0.4,Low
aquatic_pet_store,Retail & Shopping,Retail & Shopping,17105,Retail > Outlet Store,Retail , Outlet Store,0.69,Medium
sunglasses_store,Retail & Shopping,Retail & Shopping,17094,Retail > Luggage Store,Retail , Luggage Store,0.69,Medium
furniture_accessory_store,Retail & Shopping,Retail & Shopping,17082,Retail > Furniture and Home Store,Retail , Furniture and Home Store,0.735,Medium
convenience_store,Retail & Shopping,Retail & Shopping,17029,Retail > Convenience Store,Retail , Convenience Store,1.0,High
clothing_company,Retail & Shopping,Retail & Shopping,12115,Community and Government > Utility Company,Community and Government , Utility Company,0.645,Medium
outdoor_gear,Retail & Shopping,Retail & Shopping,11131,Business and Professional Services > Outdoor Event Space,Business and Professional Services , Outdoor Event Space,0.645,Medium
formal_wear_store,Retail & Shopping,Retail & Shopping,17056,Retail > Flower Store,Retail , Flower Store,0.759,Medium
flea_market,Retail & Shopping,Retail & Shopping,17054,Retail > Flea Market,Retail , Flea Market,1.0,High
orthopedic_shoe_store,Retail & Shopping,Retail & Shopping,17030,Retail > Cosmetics Store,Retail , Cosmetics Store,0.611,Medium
ethical_grocery,Retail & Shopping,Retail & Shopping,15016,Health and Medicine > Medical Center,Health and Medicine , Medical Center,0.621,Medium
childrens_clothing_store,Retail & Shopping,Retail & Shopping,17092,Retail > Knitting Store,Retail , Knitting Store,0.579,Low
fur_clothing,Retail & Shopping,Retail & Shopping,19009,Travel and Transportation > Lodging,Travel and Transportation , Lodging,0.526,Low
grocery_store,Retail & Shopping,Retail & Shopping,17135,Retail > Toy Store,Retail , Toy Store,0.727,Medium
welding_supply_store,Retail & Shopping,Retail & Shopping,17095,Retail > Medical Supply Store,Retail , Medical Supply Store,0.8,High
building_supply_store,Retail & Shopping,Retail & Shopping,17106,Retail > Packaging Supply Store,Retail , Packaging Supply Store,0.744,Medium
marketing_agency,Retail & Shopping,Retail & Shopping,17144,Retail > Market,Retail , Market,0.9,High
kosher_grocery_store,Retail & Shopping,Retail & Shopping,17093,Retail > Leather Goods Store,Retail , Leather Goods Store,0.615,Medium
b2b_apparel,Retail & Shopping,Retail & Shopping,11181,Business and Professional Services > Appraiser,Business and Professional Services , Appraiser,0.5,Low
plus_size_clothing,Retail & Shopping,Retail & Shopping,12117,Community and Government > Assisted Living,Community and Government , Assisted Living,0.545,Low
car_stereo_store,Retail & Shopping,Retail & Shopping,17031,Retail > Costume Store,Retail , Costume Store,0.69,Medium
lawn_mower_store,Retail & Shopping,Retail & Shopping,17056,Retail > Flower Store,Retail , Flower Store,0.786,Medium
pet_store,Retail & Shopping,Retail & Shopping,17136,Retail > Vape Store,Retail , Vape Store,0.842,High
rug_store,Retail & Shopping,Retail & Shopping,17035,Retail > Drugstore,Retail , Drugstore,0.889,High
tire_repair_shop,Retail & Shopping,Retail & Shopping,11164,Business and Professional Services > Shoe Repair Service,Business and Professional Services , Shoe Repair Service,0.571,Low
retail,Retail & Shopping,Retail & Shopping,17000,Retail,Retail,,1.0,High
asian_grocery_store,Retail & Shopping,Retail & Shopping,17131,Retail > Stationery Store,Retail , Stationery Store,0.686,Medium
online_shop,Retail & Shopping,Retail & Shopping,14008,Event > Line,Event , Line,0.9,High
duty_free_shop,Retail & Shopping,Retail & Shopping,17036,Retail > Duty-free Store,Retail , Duty-free Store,0.828,High
womens_clothing_store,Retail & Shopping,Retail & Shopping,17092,Retail > Knitting Store,Retail , Knitting Store,0.629,Medium
paint_store,Retail & Shopping,Retail & Shopping,17112,Retail > Print Store,Retail , Print Store,0.909,High
framing_store,Retail & Shopping,Retail & Shopping,17081,Retail > Framing Store,Retail , Framing Store,1.0,High
swimwear_store,Retail & Shopping,Retail & Shopping,17056,Retail > Flower Store,Retail , Flower Store,0.692,Medium
window_treatment_store,Retail & Shopping,Retail & Shopping,17033,Retail > Department Store,Retail , Department Store,0.684,Medium
gift_shop,Retail & Shopping,Retail & Shopping,17089,Retail > Gift Store,Retail , Gift Store,0.737,Medium
discount_store,Retail & Shopping,Retail & Shopping,17034,Retail > Discount Store,Retail , Discount Store,1.0,High
photography_store_and_services,Retail & Shopping,Retail & Shopping,11137,Business and Professional Services > Photography Service,Business and Professional Services , Photography Service,0.776,Medium
home_improvement_store,Retail & Shopping,Retail & Shopping,11076,Business and Professional Services > Home Improvement Service,Business and Professional Services , Home Improvement Service,0.87,High
mattress_store,Retail & Shopping,Retail & Shopping,17038,Retail > Textiles Store,Retail , Textiles Store,0.714,Medium
supermarket,Retail & Shopping,Retail & Shopping,17144,Retail > Market,Retail , Market,0.9,High
reptile_shop,Retail & Shopping,Retail & Shopping,17015,Retail > Betting Shop,Retail , Betting Shop,0.667,Medium
spiritual_shop,Retail & Shopping,Retail & Shopping,12098,Community and Government > Spiritual Center,Community and Government , Spiritual Center,0.667,Medium
pawn_shop,Retail & Shopping,Retail & Shopping,17108,Retail > Pawn Shop,Retail , Pawn Shop,1.0,High
machine_shop,Retail & Shopping,Retail & Shopping,11118,Business and Professional Services > Machine Shop,Business and Professional Services , Machine Shop,1.0,High
japanese_confectionery_shop,Retail & Shopping,Retail & Shopping,17131,Retail > Stationery Store,Retail , Stationery Store,0.512,Low
water_store,Retail & Shopping,Retail & Shopping,17056,Retail > Flower Store,Retail , Flower Store,0.783,Medium
internet_marketing_service,Retail & Shopping,Retail & Shopping,17144,Retail > Market,Retail , Market,0.9,High
lumber_store,Retail & Shopping,Retail & Shopping,17056,Retail > Flower Store,Retail , Flower Store,0.75,Medium
outdoor_furniture_store,Retail & Shopping,Retail & Shopping,17103,Retail > Outdoor Supply Store,Retail , Outdoor Supply Store,0.698,Medium
