OM_CATEGORY_LABEL,OM_SIMPLIFIED_CATEGORY,OM_UPDATED_CATEGORY,FSQ_CATEGORY_ID,FSQ_CATEGORY_LABEL,FSQ_CATEGORY_PRIMARY,FSQ_CATEGORY_SECONDARY,MATCH_SCORE,MATCHED_TEXT,ALTERNATES
food_and_beverage_exporter,Food & Dining,Food & Dining,13026,Dining and Drinking > Restaurant > BBQ Joint,Dining and Drinking , Restaurant ,85.5,dining and drinking restaurant bbq joint,"Dining and Drinking > Restaurant > BBQ Joint (ID 13026) [85.5]; Dining and Drinking > Restaurant > Burger Joint (ID 13031) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House (ID 13032) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop (ID 13033) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Café (ID 13034) [85.5]"
food_beverage_service_distribution,Food & Dining,Food & Dining,13052,Dining and Drinking > Food Court,Dining and Drinking , Food Court,85.5,food court,Dining and Drinking > Food Court (ID 13052) [85.5]; Dining and Drinking > Food Stand (ID 13053) [85.5]; Dining and Drinking > Food Truck (ID 13054) [85.5]; Dining and Drinking > Restaurant > Comfort Food Restaurant (ID 13134) [85.5]; Dining and Drinking > Restaurant > Fast Food Restaurant (ID 13145) [85.5]
cheese_shop,Food & Dining,Food & Dining,13001,Dining and Drinking > Bagel Shop,Dining and Drinking , Bagel Shop,85.5,dining and drinking bagel shop,"Dining and Drinking > Bagel Shop (ID 13001) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop (ID 13033) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop (ID 13035) [85.5]; Dining and Drinking > Dessert Shop (ID 13040) [85.5]; Dining and Drinking > Dessert Shop > Cupcake Shop (ID 13042) [85.5]"
shaved_ice_shop,Food & Dining,Food & Dining,13001,Dining and Drinking > Bagel Shop,Dining and Drinking , Bagel Shop,85.5,dining and drinking bagel shop,"Dining and Drinking > Bagel Shop (ID 13001) [85.5]; Dining and Drinking > Bar > Ice Bar (ID 13014) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop (ID 13033) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop (ID 13035) [85.5]; Dining and Drinking > Dessert Shop (ID 13040) [85.5]"
eat_and_drink,Food & Dining,Food & Dining,13001,Dining and Drinking > Bagel Shop,Dining and Drinking , Bagel Shop,85.5,dining and drinking bagel shop,Dining and Drinking > Bagel Shop (ID 13001) [85.5]; Dining and Drinking > Bakery (ID 13002) [85.5]; Dining and Drinking > Bar (ID 13003) [85.5]; Dining and Drinking > Bar > Apres Ski Bar (ID 13004) [85.5]; Dining and Drinking > Bar > Beach Bar (ID 13005) [85.5]
public_and_government_association,Food & Dining,Food & Dining,13000,Dining and Drinking,Dining and Drinking,,85.5,dining and drinking,"Dining and Drinking (ID 13000) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop (ID 13033) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Café (ID 13034) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop (ID 13035) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Tea Room (ID 13036) [85.5]"
soul_food,Food & Dining,Food & Dining,13052,Dining and Drinking > Food Court,Dining and Drinking , Food Court,85.5,dining and drinking food court,Dining and Drinking > Food Court (ID 13052) [85.5]; Dining and Drinking > Food Stand (ID 13053) [85.5]; Dining and Drinking > Food Truck (ID 13054) [85.5]; Dining and Drinking > Restaurant > Comfort Food Restaurant (ID 13134) [85.5]; Dining and Drinking > Restaurant > Fast Food Restaurant (ID 13145) [85.5]
food_tours,Food & Dining,Food & Dining,13052,Dining and Drinking > Food Court,Dining and Drinking , Food Court,85.5,dining and drinking food court,Dining and Drinking > Food Court (ID 13052) [85.5]; Dining and Drinking > Food Stand (ID 13053) [85.5]; Dining and Drinking > Food Truck (ID 13054) [85.5]; Dining and Drinking > Restaurant > Comfort Food Restaurant (ID 13134) [85.5]; Dining and Drinking > Restaurant > Fast Food Restaurant (ID 13145) [85.5]
pretzels,Food & Dining,Food & Dining,13174,Dining and Drinking > Restaurant > German Restaurant > Schnitzel Restaurant,Dining and Drinking , Restaurant ,57.0,schnitzel restaurant,"Dining and Drinking > Restaurant > German Restaurant > Schnitzel Restaurant (ID 13174) [57.0]; Dining and Drinking > Bar > Apres Ski Bar (ID 13004) [55.38461538461539]; Dining and Drinking > Bar > Sports Bar (ID 13022) [52.61538461538461]; Dining and Drinking > Restaurant > Deli (ID 13039) [51.42857142857142]; Dining and Drinking > Cafe, Coffee, and Tea House > Pet Café (ID 13063) [50.0]"
donuts,Food & Dining,Food & Dining,13043,Dining and Drinking > Donut Shop,Dining and Drinking , Donut Shop,81.81818181818181,donut shop,Dining and Drinking > Donut Shop (ID 13043) [81.81818181818181]; Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Donburi Restaurant (ID 13264) [65.45454545454547]; Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Dongbei Restaurant (ID 13107) [60.00000000000001]; Dining and Drinking > Restaurant > Dutch Restaurant (ID 13138) [60.00000000000001]; Dining and Drinking > Restaurant > Greek Restaurant > Bougatsa Shop (ID 13178) [60.00000000000001]
empanadas,Food & Dining,Food & Dining,13141,Dining and Drinking > Restaurant > Latin American Restaurant > Empanada Restaurant,Dining and Drinking , Restaurant ,84.70588235294117,empanada restaurant,Dining and Drinking > Restaurant > Latin American Restaurant > Empanada Restaurant (ID 13141) [84.70588235294117]; Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant > Empada House (ID 13084) [66.66666666666667]; Dining and Drinking > Restaurant > Asian Restaurant > Indonesian Restaurant > Manadonese Restaurant (ID 13231) [64.28571428571429]; Dining and Drinking > Restaurant > Asian Restaurant (ID 13072) [57.0]; Dining and Drinking > Restaurant > Asian Restaurant > Burmese Restaurant (ID 13094) [57.0]
popcorn_shop,Food & Dining,Food & Dining,13001,Dining and Drinking > Bagel Shop,Dining and Drinking , Bagel Shop,85.5,dining and drinking bagel shop,"Dining and Drinking > Bagel Shop (ID 13001) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop (ID 13033) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop (ID 13035) [85.5]; Dining and Drinking > Dessert Shop (ID 13040) [85.5]; Dining and Drinking > Dessert Shop > Cupcake Shop (ID 13042) [85.5]"
b2b_agriculture_and_food,Food & Dining,Food & Dining,13004,Dining and Drinking > Bar > Apres Ski Bar,Dining and Drinking , Bar ,85.5,dining and drinking bar apres ski bar,Dining and Drinking > Bar > Apres Ski Bar (ID 13004) [85.5]; Dining and Drinking > Bar > Champagne Bar (ID 13008) [85.5]; Dining and Drinking > Bar > Cocktail Bar (ID 13009) [85.5]; Dining and Drinking > Restaurant > BBQ Joint (ID 13026) [85.5]; Dining and Drinking > Restaurant > Bistro (ID 13027) [85.5]
coffee_roastery,Food & Dining,Food & Dining,13032,"Dining and Drinking > Cafe, Coffee, and Tea House",Dining and Drinking ," Cafe, Coffee, and Tea House",85.5,dining and drinking cafe coffee and tea house,"Dining and Drinking > Cafe, Coffee, and Tea House (ID 13032) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop (ID 13033) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Café (ID 13034) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop (ID 13035) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Tea Room (ID 13036) [85.5]"
food_banks,Food & Dining,Food & Dining,13052,Dining and Drinking > Food Court,Dining and Drinking , Food Court,85.5,dining and drinking food court,Dining and Drinking > Food Court (ID 13052) [85.5]; Dining and Drinking > Food Stand (ID 13053) [85.5]; Dining and Drinking > Food Truck (ID 13054) [85.5]; Dining and Drinking > Restaurant > Comfort Food Restaurant (ID 13134) [85.5]; Dining and Drinking > Restaurant > Fast Food Restaurant (ID 13145) [85.5]
butcher_shop,Food & Dining,Food & Dining,13001,Dining and Drinking > Bagel Shop,Dining and Drinking , Bagel Shop,85.5,dining and drinking bagel shop,"Dining and Drinking > Bagel Shop (ID 13001) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop (ID 13033) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop (ID 13035) [85.5]; Dining and Drinking > Dessert Shop (ID 13040) [85.5]; Dining and Drinking > Dessert Shop > Cupcake Shop (ID 13042) [85.5]"
seafood_wholesaler,Food & Dining,Food & Dining,13338,Dining and Drinking > Restaurant > Seafood Restaurant,Dining and Drinking , Restaurant ,85.5,dining and drinking restaurant seafood restaurant,Dining and Drinking > Restaurant > Seafood Restaurant (ID 13338) [85.5]; Dining and Drinking > Bar > Sake Bar (ID 13020) [55.38461538461539]; Dining and Drinking > Meadery (ID 13061) [55.38461538461539]; Dining and Drinking > Bakery (ID 13002) [54.0]; Dining and Drinking > Food Court (ID 13052) [54.0]
patisserie_cake_shop,Food & Dining,Food & Dining,13001,Dining and Drinking > Bagel Shop,Dining and Drinking , Bagel Shop,85.5,dining and drinking bagel shop,"Dining and Drinking > Bagel Shop (ID 13001) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop (ID 13033) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop (ID 13035) [85.5]; Dining and Drinking > Dessert Shop (ID 13040) [85.5]; Dining and Drinking > Dessert Shop > Cupcake Shop (ID 13042) [85.5]"
health_food_store,Food & Dining,Food & Dining,13052,Dining and Drinking > Food Court,Dining and Drinking , Food Court,85.5,dining and drinking food court,Dining and Drinking > Food Court (ID 13052) [85.5]; Dining and Drinking > Food Stand (ID 13053) [85.5]; Dining and Drinking > Food Truck (ID 13054) [85.5]; Dining and Drinking > Restaurant > Comfort Food Restaurant (ID 13134) [85.5]; Dining and Drinking > Restaurant > Fast Food Restaurant (ID 13145) [85.5]
food_and_beverage_consultant,Food & Dining,Food & Dining,13031,Dining and Drinking > Restaurant > Burger Joint,Dining and Drinking , Restaurant ,85.5,dining and drinking restaurant burger joint,"Dining and Drinking > Restaurant > Burger Joint (ID 13031) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House (ID 13032) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop (ID 13033) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Café (ID 13034) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop (ID 13035) [85.5]"
meat_shop,Food & Dining,Food & Dining,13001,Dining and Drinking > Bagel Shop,Dining and Drinking , Bagel Shop,85.5,dining and drinking bagel shop,"Dining and Drinking > Bagel Shop (ID 13001) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop (ID 13033) [85.5]; Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop (ID 13035) [85.5]; Dining and Drinking > Dessert Shop (ID 13040) [85.5]; Dining and Drinking > Dessert Shop > Cupcake Shop (ID 13042) [85.5]"
doner_kebab,Food & Dining,Food & Dining,13288,Dining and Drinking > Restaurant > Kebab Restaurant,Dining and Drinking , Restaurant ,85.5,dining and drinking restaurant kebab restaurant,Dining and Drinking > Restaurant > Kebab Restaurant (ID 13288) [85.5]; Dining and Drinking > Restaurant > Turkish Restaurant > Doner Restaurant (ID 13360) [85.5]; Dining and Drinking > Restaurant > Diner (ID 13049) [72.0]; Dining and Drinking > Bar (ID 13003) [60.00000000000001]; Dining and Drinking > Bar > Lounge (ID 13016) [54.0]
seafood_market,Food & Dining,Food & Dining,13062,Dining and Drinking > Night Market,Dining and Drinking , Night Market,85.5,dining and drinking night market,Dining and Drinking > Night Market (ID 13062) [85.5]; Dining and Drinking > Restaurant > Seafood Restaurant (ID 13338) [85.5]; Dining and Drinking > Bar (ID 13003) [60.00000000000001]; Dining and Drinking > Food Court (ID 13052) [58.33333333333333]; Dining and Drinking > Food Truck (ID 13054) [58.33333333333333]
