OM_Category,Best_Match_FSQ_Category_Label,Best_Match_FSQ_Category_Name,Best_Match_FSQ_Category_ID,Confidence_Score,Alternative_1_FSQ_Label,Alternative_1_Score,Alternative_2_FSQ_Label,Alternative_2_Score,Alternative_3_FSQ_Label,Alternative_3_Score,Alternative_4_FSQ_Label,Alternative_4_Score
sports_wear,Dining and Drinking > Bar > Sports Bar,Sports Bar,4bf58dd8d48988d11d941735,57.29,Sports and Recreation > Sports Club,48.45,Sports and Recreation,45.5,Sports and Recreation > Snow Sports,44.82,Sports and Recreation > Water Sports,43.87
spray_tanning,Business and Professional Services > Health and Beauty Service > Tanning Salon,Tanning Salon,4d1cf8421a97d635ce361c31,44.54,Sports and Recreation > Skating,24.0,Landmarks and Outdoors > Hot Spring,20.87,Event > Entertainment Event > Sporting Event,20.74,Sports and Recreation > Water Sports > Surfing,20.0
spring_supplier,Business and Professional Services > Paper Supplier,Paper Supplier,63be6904847c3692a84b9b78,53.34,Business and Professional Services > Plastics Supplier,50.5,Business and Professional Services > Metals Supplier,49.67,Business and Professional Services > Petroleum Supplier,49.67,Business and Professional Services > Rubber Supplier,49.67
squash_court,Sports and Recreation > Racquet Sports > Squash Court,Squash Court,52e81612bcbc57f1066b7a2d,86.0,Sports and Recreation > Racquet Sports > Tennis > Tennis Court,46.33,Sports and Recreation > Basketball > Basketball Court,45.86,Dining and Drinking > Food Court,44.82,Sports and Recreation > Racquet Sports > Badminton Court,43.74
sri_lankan_restaurant,Dining and Drinking > Restaurant > Sri Lankan Restaurant,Sri Lankan Restaurant,5413605de4b0ae91d18581a9,86.0,Dining and Drinking > Restaurant > Middle Eastern Restaurant > Syrian Restaurant,50.02,Dining and Drinking > Restaurant > Italian Restaurant > Sardinian Restaurant,49.5,Dining and Drinking > Restaurant > Asian Restaurant,48.77,Dining and Drinking > Restaurant > Austrian Restaurant,48.33
stadium_arena,Arts and Entertainment > Stadium,Stadium,4bf58dd8d48988d184941735,51.0,Arts and Entertainment > Stadium > Rugby Stadium,44.54,Arts and Entertainment > Stadium > Track Stadium,44.54,Arts and Entertainment > Stadium > Hockey Stadium,43.74,Arts and Entertainment > Stadium > Soccer Stadium,43.74
state_museum,Arts and Entertainment > Museum > Art Museum,Art Museum,4bf58dd8d48988d18f941735,52.09,Arts and Entertainment > Museum > History Museum,50.69,Arts and Entertainment > Museum > Science Museum,50.69,Arts and Entertainment > Museum,49.67,Arts and Entertainment > Museum > Erotic Museum,48.6
state_park,Landmarks and Outdoors > Park > State or Provincial Park,State or Provincial Park,5bae9231bedf3950379f89d0,66.53,Sports and Recreation > Skating > Skate Park,59.0,Arts and Entertainment > Water Park,55.0,Community and Government > Trailer Park,52.09,Landmarks and Outdoors > States and Municipalities > State,49.67
steakhouse,Dining and Drinking > Restaurant > Steakhouse,Steakhouse,4bf58dd8d48988d1cc941735,86.0,Arts and Entertainment > Performing Arts Venue > Opera House,26.67,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant > Empada House,25.45,Business and Professional Services > Warehouse,25.26,Business and Professional Services > Health and Beauty Service > Bath House,24.0
steel_fabricators,Arts and Entertainment > Public Art > Street Art,Street Art,52e81612bcbc57f1066b79ee,23.7,Business and Professional Services > Laboratory,23.7,Dining and Drinking > Restaurant > Latin American Restaurant > South American Restaurant > Brazilian Restaurant > Pastelaria,23.7,Event > Marketplace > Street Fair,22.86,Business and Professional Services > Research Laboratory,22.22
stock_and_bond_brokers,Business and Professional Services > Financial Service > Stock Broker,Stock Broker,63be6904847c3692a84b9b45,44.57,Landmarks and Outdoors > Historic and Protected Site,21.22,Business and Professional Services > Home Improvement Service > Deck and Patio Contractor,20.43,Arts and Entertainment > Psychic and Astrologer,20.0,Landmarks and Outdoors,20.0
stocking,Sports and Recreation > Skating,Skating,63be6904847c3692a84b9c17,26.67,Sports and Recreation > Water Sports > Surfing,21.33,Travel and Transportation > Lodging,21.33,Travel and Transportation > Parking,21.33,Sports and Recreation > Hockey > Hockey Rink,21.05
stone_and_masonry,Retail > Furniture and Home Store,Furniture and Home Store,4bf58dd8d48988d1f8941735,21.46,Retail > Arts and Crafts Store,21.05,Sports and Recreation,21.05,Landmarks and Outdoors > States and Municipalities,20.95,Travel and Transportation,20.95
stone_supplier,Business and Professional Services > Petroleum Supplier,Petroleum Supplier,63be6904847c3692a84b9b7b,53.0,Business and Professional Services > Leather Supplier,52.33,Business and Professional Services > Paper Supplier,51.57,Business and Professional Services > Plastics Supplier,51.39,Business and Professional Services > Metals Supplier,50.59
storage_facility,Business and Professional Services > Storage Facility,Storage Facility,4f04b1572fb6e1c99f3db0bf,86.0,Sports and Recreation > Equestrian Facility,52.71,Business and Professional Services > Recycling Facility,48.88,Event > Marketplace > Trade Fair,24.62,Event > Marketplace > Street Fair,23.7
street_art,Arts and Entertainment > Public Art > Street Art,Street Art,52e81612bcbc57f1066b79ee,86.0,Event > Marketplace > Street Fair,57.29,Travel and Transportation > Street,53.0,Event > Marketplace > Street Food Gathering,46.23,Arts and Entertainment > Public Art,36.0
street_vendor,Arts and Entertainment > Public Art > Street Art,Street Art,52e81612bcbc57f1066b79ee,50.83,Event > Marketplace > Street Fair,49.67,Travel and Transportation > Street,48.26,Event > Marketplace > Street Food Gathering,44.18,Community and Government > Education > College and University > Student Center,23.7
stress_management_services,Business and Professional Services > Waste Management Service,Waste Management Service,58daa1558bbb0b01f18ec1ac,51.53,Business and Professional Services > Management Consultant,45.86,Business and Professional Services > Real Estate Service > Property Management Office,43.36,Business and Professional Services,39.0,Business and Professional Services > Event Service,37.39
strip_club,Arts and Entertainment > Strip Club,Strip Club,4bf58dd8d48988d1d6941735,86.0,Community and Government > Social Club,49.67,Sports and Recreation > Soccer > Soccer Club,49.67,Sports and Recreation > Sports Club,49.67,Arts and Entertainment > Country Club,48.45
striptease_dancer,Arts and Entertainment > Strip Club,Strip Club,4bf58dd8d48988d1d6941735,20.74,Event > Marketplace > Trade Fair,20.74,Community and Government > Domestic Abuse Treatment Center,20.0,Retail > Dance Store,19.46,Arts and Entertainment > Laser Tag Center,19.39
structural_engineer,Business and Professional Services > Engineer,Engineer,63be6904847c3692a84b9b3a,46.7,Community and Government > Cultural Center,25.88,Landmarks and Outdoors > Structure,25.71,Community and Government > Spiritual Center,25.14,Community and Government > Education > College and University > College Engineering Building,21.72
structure_and_geography,Landmarks and Outdoors > Structure,Structure,4bf58dd8d48988d130941735,45.5,Retail > Furniture and Home Store,22.13,Business and Professional Services > Security and Safety,20.95,Business and Professional Services > Agriculture and Forestry Service,20.36,Retail > Food and Beverage Retail > Fruit and Vegetable Store,20.0
stucco_services,Community and Government > Organization > Social Services Organization,Social Services Organization,63be6904847c3692a84b9baf,43.47,Business and Professional Services,40.96,Business and Professional Services > Office,38.17,Business and Professional Services > Tailor,38.17,Business and Professional Services > Factory,37.92
student_union,Community and Government > Education > College and University > Student Center,Student Center,4bf58dd8d48988d1ab941735,49.67,Business and Professional Services > Financial Service > Banking and Finance > Credit Union,48.6,Community and Government > Organization > Labor Union,43.0,Business and Professional Services > Construction,22.4,Sports and Recreation > Racquet Sports > Tennis,21.05
studio_taping,Business and Professional Services > Art Studio,Art Studio,58daa1558bbb0b01f18ec1d6,43.87,Business and Professional Services > Film Studio,43.0,Sports and Recreation > Gym and Studio > Yoga Studio,43.0,Sports and Recreation > Gym and Studio > Cycle Studio,42.2,Sports and Recreation > Gym and Studio > Dance Studio,42.2
sugar_shack,Arts and Entertainment > Go Kart Track,Go Kart Track,52e81612bcbc57f1066b79ea,23.33,Dining and Drinking > Restaurant > Middle Eastern Restaurant > Persian Restaurant > Jegaraki,21.05,Sports and Recreation > Racquet Sports > Squash Court,20.87,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Wagashi Place,20.0,Dining and Drinking > Restaurant > Greek Restaurant > Bougatsa Shop,20.0
sugaring,Sports and Recreation > Water Sports > Surfing,Surfing,63be6904847c3692a84b9c21,32.0,Sports and Recreation > Skating,26.67,Travel and Transportation > Parking,26.67,Community and Government > Spiritual Center > Shrine,22.86,Landmarks and Outdoors > Garden,22.86
suicide_prevention_services,Business and Professional Services,Business and Professional Services,4d4b7105d754a06375d81259,41.25,Business and Professional Services > Office,38.05,Business and Professional Services > Tailor,38.05,Business and Professional Services > Factory,37.74,Business and Professional Services > Translation Service,37.54
sunglasses_store,Retail > Fashion Retail > Sunglasses Store,Sunglasses Store,63be6904847c3692a84b9bed,86.0,Retail > Food and Beverage Retail > Sausage Store,50.59,Retail > Luggage Store,50.59,Retail > Sporting Goods Retail > Skate Store,49.67,Retail > Pet Supplies Store,48.88
supermarket,Retail > Food and Beverage Retail > Supermarket,Supermarket,52f2ab2ebcbc57f1066b8b46,86.0,Retail > Market,28.24,Retail > Food and Beverage Retail > Farmers Market,25.6,Retail > Flea Market,25.45,Retail > Food and Beverage Retail > Fish Market,25.45
supernatural_reading,Sports and Recreation > Personal Trainer,Personal Trainer,63be6904847c3692a84b9c0e,24.44,Landmarks and Outdoors > Park > Natural Park,22.5,Landmarks and Outdoors > Sculpture Garden,22.22,Community and Government > Residential Building,22.0,Health and Medicine > Physician > General Surgeon,20.57
superstore,Retail > Sporting Goods Retail > Surf Store,Surf Store,63be6904847c3692a84b9bf9,32.0,Retail > Souvenir Store,30.0,Retail > Food and Beverage Retail > Kosher Store,29.09,Retail > Sporting Goods Retail > Soccer Store,29.09,Retail > Fashion Retail > Shoe Store,28.0
surf_shop,Landmarks and Outdoors > Surf Spot,Surf Spot,4bf58dd8d48988d1e3941735,54.11,Retail > Sporting Goods Retail > Surf Store,52.47,Dining and Drinking > Dessert Shop > Pastry Shop,51.0,Dining and Drinking > Dessert Shop,49.67,Retail > Food and Beverage Retail > Turşucu Shop,49.67
surfboard_rental,Travel and Transportation > Boat Rental,Boat Rental,5744ccdfe4b0c0459246b4c1,52.63,Travel and Transportation > Bike Rental,46.7,Sports and Recreation > Water Sports > Canoe and Kayak Rental,44.05,Travel and Transportation > Lodging > Vacation Rental,43.65,Business and Professional Services > Equipment Rental Service,39.0
surfing,Sports and Recreation > Water Sports > Surfing,Surfing,63be6904847c3692a84b9c21,86.0,Community and Government > Spiritual Center > Shrine,24.62,Landmarks and Outdoors > Hot Spring,23.53,Sports and Recreation > Skating,22.86,Travel and Transportation > Parking,22.86
surfing_school,Community and Government > Education > Driving School,Driving School,52e81612bcbc57f1066b7a42,54.43,Community and Government > Education > Flight School,52.63,Community and Government > Education > Primary and Secondary School > High School,51.8,Sports and Recreation > Water Sports > Swimming > Swim School,51.8,Community and Government > Education > Music School,50.69
surgeon,Health and Medicine > Physician > Oral Surgeon,Oral Surgeon,63be6904847c3692a84b9bd4,75.47,Health and Medicine > Physician > General Surgeon,71.45,Health and Medicine > Physician > Plastic Surgeon,71.45,Health and Medicine > Physician > Orthopedic Surgeon,68.4,Dining and Drinking > Restaurant > Burger Joint,25.26
surgical_appliances_and_supplies,Retail > Pet Supplies Store,Pet Supplies Store,4bf58dd8d48988d100951735,36.67,Retail > Construction Supplies Store,33.98,Landmarks and Outdoors > States and Municipalities,21.05,Business and Professional Services > Electrical Equipment Supplier,20.98,Business and Professional Services > Industrial Equipment Supplier,20.98
surgical_center,Health and Medicine > Medical Center,Medical Center,4bf58dd8d48988d104941735,53.34,Community and Government > Cultural Center,52.33,Health and Medicine > Urgent Care Center,52.09,Community and Government > Spiritual Center,51.39,Arts and Entertainment > Laser Tag Center,48.81
sushi_restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Sushi Restaurant,Sushi Restaurant,4bf58dd8d48988d1d2941735,86.0,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Shanxi Restaurant,56.94,Dining and Drinking > Restaurant > Asian Restaurant > Thai Restaurant,56.55,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Shaanxi Restaurant,55.94,Dining and Drinking > Restaurant > Indian Restaurant > Mughlai Restaurant,55.94
swimming_instructor,Sports and Recreation > Water Sports > Scuba Diving Instructor,Scuba Diving Instructor,63be6904847c3692a84b9c20,53.48,Sports and Recreation > Water Sports > Swimming > Swimming Club,48.0,Sports and Recreation > Water Sports > Swimming > Swimming Pool,48.0,Retail > Swimming Pool Supply Store,47.89,Sports and Recreation > Water Sports > Swimming,46.7
swimming_pool,Sports and Recreation > Water Sports > Swimming > Swimming Pool,Swimming Pool,4bf58dd8d48988d15e941735,86.0,Retail > Swimming Pool Supply Store,72.67,Business and Professional Services > Home Improvement Service > Swimming Pool Maintenance and Service,66.8,Sports and Recreation > Water Sports > Swimming > Swimming Club,53.77,Sports and Recreation > Water Sports > Swimming,53.48
swimwear_store,Retail > Fashion Retail > Swimwear Store,Swimwear Store,63be6904847c3692a84b9bee,86.0,Retail > Food and Beverage Retail > Wine Store,53.0,Retail > Sporting Goods Retail > Ski Store,50.83,Retail > Computers and Electronics Retail > Camera Store,50.69,Retail > Flower Store,50.69
swiss_restaurant,Dining and Drinking > Restaurant > Swiss Restaurant,Swiss Restaurant,4bf58dd8d48988d158941735,86.0,Dining and Drinking > Restaurant > Jewish Restaurant,56.94,Dining and Drinking > Restaurant > German Restaurant > Swabian Restaurant,55.94,Dining and Drinking > Restaurant > Spanish Restaurant,55.94,Dining and Drinking > Restaurant > Asian Restaurant,55.5
synagogue,Community and Government > Spiritual Center > Synagogue,Synagogue,4bf58dd8d48988d139941735,86.0,Dining and Drinking > Restaurant > Steakhouse,21.05,Health and Medicine > Nursing Home,19.05,Retail > Food and Beverage Retail > Sausage Store,18.18,Retail > Sporting Goods Retail > Fishing Store,18.18
syrian_restaurant,Dining and Drinking > Restaurant > Middle Eastern Restaurant > Syrian Restaurant,Syrian Restaurant,5bae9231bedf3950379f89da,86.0,Dining and Drinking > Restaurant > Asian Restaurant,59.36,Dining and Drinking > Restaurant > Austrian Restaurant,58.56,Dining and Drinking > Restaurant > Italian Restaurant > Sardinian Restaurant,57.59,Dining and Drinking > Restaurant > African Restaurant,57.29
t_shirt_store,Retail > Sporting Goods Retail > Ski Store,Ski Store,56aa371be4b08b9a8d573566,52.09,Retail > Food and Beverage Retail > Kosher Store,51.8,Retail > Fashion Retail > Shoe Store,50.83,Retail > Gift Store,50.83,Retail > Sporting Goods Retail > Surf Store,50.83
table_tennis_club,Sports and Recreation > Racquet Sports > Tennis > Tennis Club,Tennis Club,63be6904847c3692a84b9c13,61.1,Community and Government > Education > College and University > College Tennis Court,42.28,Sports and Recreation > Racquet Sports > Tennis > Tennis Court,41.16,Arts and Entertainment > Salsa Club,40.04,Sports and Recreation > Running and Track > Running Club,38.4
tabletop_games,Retail > Computers and Electronics Retail > Video Games Store,Video Games Store,4bf58dd8d48988d10b951735,43.65,Travel and Transportation > Cable Car,20.87,Event > Marketplace > Stoop Sale,20.0,Landmarks and Outdoors > Stable,20.0,Dining and Drinking > Bar > Beer Garden,19.2
tableware_supplier,Business and Professional Services > Leather Supplier,Leather Supplier,63be6904847c3692a84b9b6a,53.59,Business and Professional Services > Paper Supplier,53.0,Business and Professional Services > Metals Supplier,52.09,Business and Professional Services > Rubber Supplier,52.09,Business and Professional Services > Petroleum Supplier,49.67
taco_restaurant,Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant,Taco Restaurant,4bf58dd8d48988d151941735,86.0,Dining and Drinking > Restaurant > Asian Restaurant > Thai Restaurant,57.67,Dining and Drinking > Restaurant > Asian Restaurant > Satay Restaurant,56.55,Dining and Drinking > Restaurant > Dutch Restaurant,56.55,Dining and Drinking > Restaurant > Eastern European Restaurant > Tatar Restaurant,56.55
taekwondo_club,Sports and Recreation > Racquet Sports > Tennis > Tennis Club,Tennis Club,63be6904847c3692a84b9c13,48.6,Arts and Entertainment > Comedy Club,45.4,Sports and Recreation > Water Sports > Sailing Club,44.54,Arts and Entertainment > Performing Arts Venue > Music Venue > Rock Club,43.87,Sports and Recreation > Golf > Golf Club,43.87
tai_chi_studio,Sports and Recreation > Gym and Studio > Dance Studio,Dance Studio,4bf58dd8d48988d134941735,44.03,Business and Professional Services > Art Studio,43.0,Business and Professional Services > Film Studio,41.93,Sports and Recreation > Gym and Studio > Yoga Studio,41.93,Business and Professional Services > Photography Service > Photography Studio,41.33
taiwanese_restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Taiwanese Restaurant,Taiwanese Restaurant,52af3b813cf9994f4e043c04,86.0,Dining and Drinking > Restaurant > Asian Restaurant > Indonesian Restaurant > Betawinese Restaurant,58.12,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Macanese Restaurant,57.87,Dining and Drinking > Restaurant > Asian Restaurant > Indonesian Restaurant > Balinese Restaurant,57.87,Dining and Drinking > Restaurant > Asian Restaurant > Indonesian Restaurant > Javanese Restaurant,57.87
talent_agency,Travel and Transportation > Travel Agency,Travel Agency,4f04b08c2fb6e1c99f3db0bd,53.77,Business and Professional Services > Employment Agency,52.33,Business and Professional Services > Entertainment Agency,52.09,Business and Professional Services > Financial Service > Loans Agency,51.8,Business and Professional Services > Real Estate Service > Real Estate Agency,48.81
tanning_bed,Business and Professional Services > Health and Beauty Service > Tanning Salon,Tanning Salon,4d1cf8421a97d635ce361c31,49.67,Travel and Transportation > Lodging > Bed and Breakfast,32.12,Sports and Recreation > Running and Track > Running Club,24.35,Retail > Sporting Goods Retail > Running Store,23.33,Arts and Entertainment > Gaming Cafe,21.82
tanning_salon,Business and Professional Services > Health and Beauty Service > Tanning Salon,Tanning Salon,4d1cf8421a97d635ce361c31,86.0,Business and Professional Services > Health and Beauty Service > Hair Salon,50.83,Business and Professional Services > Health and Beauty Service > Nail Salon,50.83,Retail > Sporting Goods Retail > Running Store,24.62,Retail > Betting Shop,22.4
tapas_bar,Dining and Drinking > Restaurant > Spanish Restaurant > Tapas Restaurant,Tapas Restaurant,4bf58dd8d48988d1db931735,48.6,Dining and Drinking > Bar > Apres Ski Bar,45.45,Dining and Drinking > Bar > Champagne Bar,45.45,Dining and Drinking > Bar > Sports Bar,45.26,Dining and Drinking > Bar > Gay Bar,45.0
tasting_classes,Sports and Recreation > Baseball > Batting Cages,Batting Cages,63be6904847c3692a84b9c00,28.57,Arts and Entertainment > Gaming Cafe,24.62,Retail > Fashion Retail > Sunglasses Store,23.23,Retail > Knitting Store,22.07,Dining and Drinking > Restaurant > Turkish Restaurant > Manti Place,21.54
tatar_restaurant,Dining and Drinking > Restaurant > Eastern European Restaurant > Tatar Restaurant,Tatar Restaurant,52e928d0bcbc57f1066b7e98,86.0,Dining and Drinking > Restaurant > Asian Restaurant > Satay Restaurant,58.0,Dining and Drinking > Restaurant > Greek Restaurant > Patsa Restaurant,58.0,Dining and Drinking > Restaurant > Spanish Restaurant > Tapas Restaurant,58.0,Dining and Drinking > Restaurant > Asian Restaurant > Thai Restaurant,56.55
tattoo,Business and Professional Services > Health and Beauty Service > Tattoo Parlor,Tattoo Parlor,4bf58dd8d48988d1de931735,71.26,Dining and Drinking > Restaurant > Italian Restaurant > Trattoria,26.67,"Dining and Drinking > Cafe, Coffee, and Tea House > Tea Room",22.86,Landmarks and Outdoors > States and Municipalities > State,21.82,Arts and Entertainment > Amusement Park > Attraction,20.0
tattoo_and_piercing,Business and Professional Services > Health and Beauty Service > Body Piercing Shop,Body Piercing Shop,52f2ab2ebcbc57f1066b8b20,46.78,Business and Professional Services > Health and Beauty Service > Tattoo Parlor,45.5,Health and Medicine,21.05,Landmarks and Outdoors > States and Municipalities,20.0,Business and Professional Services > Refrigeration and Ice Supplier,19.59
tattoo_removal,Business and Professional Services > Health and Beauty Service > Tattoo Parlor,Tattoo Parlor,4bf58dd8d48988d1de931735,49.67,Business and Professional Services > Health and Beauty Service > Hair Removal Service,44.18,Dining and Drinking > Restaurant > Italian Restaurant > Trattoria,24.35,Retail > Automotive Retail,23.23,Travel and Transportation > Boat Rental,22.4
tax_law,Business and Professional Services > Legal Service > Law Office,Law Office,52f2ab2ebcbc57f1066b8b3f,34.12,Community and Government > Education > College and University > Law School,34.12,Community and Government > Government Building > Law Enforcement and Public Safety,26.0,Community and Government > Government Building > Law Enforcement and Public Safety > Fire Station,24.62,Community and Government > Government Building > Law Enforcement and Public Safety > Police Station,24.53
tax_office,Business and Professional Services > Legal Service > Law Office,Law Office,52f2ab2ebcbc57f1066b8b3f,55.0,Community and Government > Government Building > Post Office,53.48,Business and Professional Services > Office,53.0,Business and Professional Services > Office > Campaign Office,48.6,Health and Medicine > Physician > Doctor's Office,48.6
tax_services,Community and Government > Organization > Social Services Organization,Social Services Organization,63be6904847c3692a84b9baf,43.0,Business and Professional Services,40.39,Business and Professional Services > Office,37.55,Business and Professional Services > Tailor,37.55,Business and Professional Services > Factory,37.29
taxi_rank,Travel and Transportation > Transport Hub > Taxi Stand,Taxi Stand,53fca564498e1a175f32528b,52.47,Travel and Transportation > Transportation Service > Taxi,47.62,Dining and Drinking > Restaurant > Asian Restaurant > Thai Restaurant,23.33,Sports and Recreation > Running and Track > Track,22.86,Sports and Recreation > Skating > Skating Rink,22.86
taxi_service,Travel and Transportation > Transportation Service > Taxi,Taxi,4bf58dd8d48988d130951735,55.75,Business and Professional Services > Technology Business > IT Service,55.73,Business and Professional Services > Pet Service,54.3,Business and Professional Services > Automotive Service > Towing Service,53.77,Business and Professional Services > Rental Service,53.77
taxidermist,Health and Medicine > Physician > Dermatologist,Dermatologist,63be6904847c3692a84b9bc9,23.33,Travel and Transportation > Transport Hub > Taxi Stand,22.86,Health and Medicine > Dentist,22.22,Health and Medicine > Optometrist,21.82,Travel and Transportation > Transportation Service > Taxi,21.33
tea_room,"Dining and Drinking > Cafe, Coffee, and Tea House > Tea Room",Tea Room,4bf58dd8d48988d1dc931735,86.0,Arts and Entertainment > Escape Room,52.47,Community and Government > Spiritual Center > Prayer Room,48.26,Business and Professional Services > Office > Meeting Room,47.0,Health and Medicine > Emergency Service > Emergency Room,44.82
tea_wholesaler,Business and Professional Services > Wholesaler,Wholesaler,63be6904847c3692a84b9b98,56.33,"Dining and Drinking > Cafe, Coffee, and Tea House > Tea Room",38.18,"Dining and Drinking > Cafe, Coffee, and Tea House > Bubble Tea Shop",36.55,"Dining and Drinking > Cafe, Coffee, and Tea House",33.66,"Dining and Drinking > Cafe, Coffee, and Tea House > Café",29.14
team_building_activity,Business and Professional Services > Office > Office Building,Office Building,63be6904847c3692a84b9b76,37.95,Community and Government > Government Building > Capitol Building,37.39,Community and Government > Residential Building,37.29,Community and Government > Education > College and University > College Academic Building,36.76,Business and Professional Services > Real Estate Service > Building and Land Surveyor,36.33
teeth_whitening,Community and Government > Education > College and University > College Math Building,College Math Building,4bf58dd8d48988d19c941735,20.0,Event > Marketplace > Street Food Gathering,20.0,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Cha Chaan Teng,19.31,Arts and Entertainment > Public Art > Street Art,19.2,Dining and Drinking > Restaurant > Fried Chicken Joint,18.82
telecommunications,Business and Professional Services > Telecommunication Service,Telecommunication Service,63be6904847c3692a84b9b93,33.49,Community and Government > Education > College and University > College Communications Building,26.12,Community and Government > Education,23.7,Retail > Computers and Electronics Retail > Electronics Store,22.86,Business and Professional Services > Home Improvement Service > Electrician,22.07
telecommunications_company,Community and Government > Utility Company,Utility Company,63be6904847c3692a84b9bb4,44.46,Business and Professional Services > Mobile Company,43.0,Business and Professional Services > Technology Business > Software Company,42.05,Business and Professional Services > Real Estate Service > Real Estate Development and Title Company,37.33,Business and Professional Services > Telecommunication Service,29.8
telemarketing_services,Business and Professional Services > Logging Service,Logging Service,63be6904847c3692a84b9b6d,40.3,Business and Professional Services > Market Research and Consulting Service,39.49,Business and Professional Services > Direct Mail and Email Marketing Service,39.33,Community and Government > Organization > Social Services Organization,39.0,Business and Professional Services,38.71
telephone_services,Business and Professional Services,Business and Professional Services,4d4b7105d754a06375d81259,43.0,Community and Government > Organization > Social Services Organization,40.39,Business and Professional Services > Office,40.05,Business and Professional Services > Tailor,40.05,Business and Professional Services > Factory,39.77
television_service_providers,Business and Professional Services > Telecommunication Service,Telecommunication Service,63be6904847c3692a84b9b93,40.48,Business and Professional Services > Welding Service,38.66,Business and Professional Services > Financial Service > Collections Service,38.46,Business and Professional Services > Translation Service,38.46,Business and Professional Services > Home Improvement Service > Tree Service,38.33
television_station,Business and Professional Services > Automotive Service > Vehicle Inspection Station,Vehicle Inspection Station,5f2c1e0db6d05514c70436d4,52.09,Business and Professional Services > TV Station,51.57,Travel and Transportation > Fuel Station,49.67,Business and Professional Services > Radio Station,48.81,Travel and Transportation > Transport Hub > Metro Station,48.81
temp_agency,Travel and Transportation > Travel Agency,Travel Agency,4f04b08c2fb6e1c99f3db0bd,53.0,Business and Professional Services > Employment Agency,51.57,Business and Professional Services > Media Agency,50.83,Business and Professional Services > Entertainment Agency,48.81,Business and Professional Services > Real Estate Service > Real Estate Agency,47.83
temple,Community and Government > Spiritual Center > Temple,Temple,4bf58dd8d48988d13a941735,86.0,Community and Government > Spiritual Center > Sikh Temple,74.24,Community and Government > Spiritual Center > Hindu Temple,72.67,Community and Government > Spiritual Center > Buddhist Temple,68.86,Community and Government > Spiritual Center > Confucian Temple,67.82
tenant_and_eviction_law,Community and Government > Government Building > Law Enforcement and Public Safety,Law Enforcement and Public Safety,63be6904847c3692a84b9ba3,30.48,Business and Professional Services > Legal Service > Law Office,27.29,Community and Government > Education > College and University > Law School,26.53,Community and Government > Government Building > Law Enforcement and Public Safety > Probation Office,24.95,Community and Government > Government Building > Law Enforcement and Public Safety > Fire Station,24.67
tennis_court,Sports and Recreation > Racquet Sports > Tennis > Tennis Court,Tennis Court,4e39a956bd410d7aed40cbc3,86.0,Community and Government > Education > College and University > College Tennis Court,76.0,Sports and Recreation > Racquet Sports > Tennis > Tennis Club,54.3,Retail > Sporting Goods Retail > Tennis Store,53.0,Sports and Recreation > Racquet Sports > Tennis,49.67
tennis_stadium,Arts and Entertainment > Stadium > Tennis Stadium,Tennis Stadium,4e39a891bd410d7aed40cbc2,86.0,Retail > Sporting Goods Retail > Tennis Store,50.69,Arts and Entertainment > Stadium,49.67,Arts and Entertainment > Stadium > Track Stadium,49.67,Arts and Entertainment > Stadium > Hockey Stadium,48.71
test_preparation,Business and Professional Services > Research Station,Research Station,58daa1558bbb0b01f18ec1b2,25.0,Arts and Entertainment > Amusement Park > Attraction,24.62,Business and Professional Services > TV Station,24.62,Sports and Recreation,23.78,Community and Government > Organization > Veterans' Organization,23.16
texmex_restaurant,Dining and Drinking > Restaurant > Mexican Restaurant > Tex-Mex Restaurant,Tex-Mex Restaurant,56aa371ae4b08b9a8d5734ba,61.86,Dining and Drinking > Restaurant > Theme Restaurant,59.36,Dining and Drinking > Restaurant > Middle Eastern Restaurant > Yemeni Restaurant,55.94,Dining and Drinking > Restaurant > Greek Restaurant > Meze Restaurant,55.5,Dining and Drinking > Restaurant > Asian Restaurant > Japanese Restaurant > Tempura Restaurant,55.0
textile_mill,Retail > Textiles Store,Textiles Store,52f2ab2ebcbc57f1066b8b26,27.62,Retail > Outlet Mall,24.35,Landmarks and Outdoors > Windmill,23.0,Retail > Automotive Retail,19.31,Health and Medicine > Alternative Medicine Clinic,18.46
textile_museum,Arts and Entertainment > Museum > Erotic Museum,Erotic Museum,559acbe0498e472f1a53fa23,52.63,Arts and Entertainment > Museum > Art Museum,49.67,Arts and Entertainment > Museum > Science Museum,48.71,Arts and Entertainment > Museum,47.0,Arts and Entertainment > Museum > History Museum,45.86
