CATEGORY_LABEL,SIMPLIFIED_CATEGORY,UPDATED_CATEGORY
batting_cage,Sports & Recreation,Sports & Recreation
climbing_class,Sports & Recreation,Sports & Recreation
stadium_arena,Sports & Recreation,Sports & Recreation
bocce_ball_court,Sports & Recreation,Sports & Recreation
football_club,Sports & Recreation,Sports & Recreation
golf_club,Sports & Recreation,Sports & Recreation
paddleboard_rental,Sports & Recreation,Sports & Recreation
bowling_alley,Sports & Recreation,Sports & Recreation
sports_school,Sports & Recreation,Sports & Recreation
diving_center,Sports & Recreation,Sports & Recreation
racquetball_court,Sports & Recreation,Sports & Recreation
tubing_provider,Sports & Recreation,Sports & Recreation
court_reporter,Sports & Recreation,Sports & Recreation
rafting_kayaking_area,Sports & Recreation,Sports & Recreation
hiking_trail,Sports & Recreation,Sports & Recreation
parasailing_ride_service,Sports & Recreation,Sports & Recreation
swimming_pool,Sports & Recreation,Sports & Recreation
laser_tag,Sports & Recreation,Sports & Recreation
trailer_rentals,Sports & Recreation,Sports & Recreation
ski_area,Sports & Recreation,Sports & Recreation
aerial_tours,Sports & Recreation,Sports & Recreation
esports_team,Sports & Recreation,Sports & Recreation
rock_climbing_instructor,Sports & Recreation,Sports & Recreation
rugby_stadium,Sports & Recreation,Sports & Recreation
squash_court,Sports & Recreation,Sports & Recreation
handball_court,Sports & Recreation,Sports & Recreation
soccer_club,Sports & Recreation,Sports & Recreation
skate_park,Sports & Recreation,Sports & Recreation
horse_boarding,Sports & Recreation,Sports & Recreation
courthouse,Sports & Recreation,Sports & Recreation
rock_climbing_spot,Sports & Recreation,Sports & Recreation
mountain_bike_parks,Sports & Recreation,Sports & Recreation
golf_cart_rental,Sports & Recreation,Sports & Recreation
ski_resort,Sports & Recreation,Sports & Recreation
soccer_stadium,Sports & Recreation,Sports & Recreation
sledding_rental,Sports & Recreation,Sports & Recreation
amateur_sports_team,Sports & Recreation,Sports & Recreation
equestrian_facility,Sports & Recreation,Sports & Recreation
sports_wear,Sports & Recreation,Sports & Recreation
snorkeling,Sports & Recreation,Sports & Recreation
bounce_house_rental,Sports & Recreation,Sports & Recreation
adventure_sports_center,Sports & Recreation,Sports & Recreation
golf_course,Sports & Recreation,Sports & Recreation
trampoline_park,Sports & Recreation,Sports & Recreation
wildlife_hunting_range,Sports & Recreation,Sports & Recreation
basketball_stadium,Sports & Recreation,Sports & Recreation
roller_skating_rink,Sports & Recreation,Sports & Recreation
scuba_diving_instruction,Sports & Recreation,Sports & Recreation
axe_throwing,Sports & Recreation,Sports & Recreation
rowing_club,Sports & Recreation,Sports & Recreation
badminton_court,Sports & Recreation,Sports & Recreation
basketball_court,Sports & Recreation,Sports & Recreation
miniature_golf_course,Sports & Recreation,Sports & Recreation
track_stadium,Sports & Recreation,Sports & Recreation
bubble_soccer_field,Sports & Recreation,Sports & Recreation
sailing_area,Sports & Recreation,Sports & Recreation
indoor_golf_center,Sports & Recreation,Sports & Recreation
airsoft_fields,Sports & Recreation,Sports & Recreation
beach_volleyball_court,Sports & Recreation,Sports & Recreation
climbing_service,Sports & Recreation,Sports & Recreation
horse_riding,Sports & Recreation,Sports & Recreation
ice_skating_rink,Sports & Recreation,Sports & Recreation
skating_rink,Sports & Recreation,Sports & Recreation
esports_league,Sports & Recreation,Sports & Recreation
hockey_field,Sports & Recreation,Sports & Recreation
hunting_and_fishing_supplies,Sports & Recreation,Sports & Recreation
football_stadium,Sports & Recreation,Sports & Recreation
fishing_club,Sports & Recreation,Sports & Recreation
ski_and_snowboard_school,Sports & Recreation,Sports & Recreation
race_track,Sports & Recreation,Sports & Recreation
soccer_field,Sports & Recreation,Sports & Recreation
surfing_school,Sports & Recreation,Sports & Recreation
shooting_range,Sports & Recreation,Sports & Recreation
sports_club_and_league,Sports & Recreation,Sports & Recreation
paddle_tennis_club,Sports & Recreation,Sports & Recreation
data_recovery,Technology & IT,Technology & IT
credit_and_debt_counseling,Technology & IT,Technology & IT
web_hosting_service,Technology & IT,Technology & IT
home_network_installation,Technology & IT,Technology & IT
biotechnology_company,Technology & IT,Technology & IT
software_development,Technology & IT,Technology & IT
attraction_farm,Tourism & Attractions,Tourism & Attractions
scooter_tours,Tourism & Attractions,Tourism & Attractions
whale_watching_tours,Tourism & Attractions,Tourism & Attractions
beer_tours,Tourism & Attractions,Tourism & Attractions
lighthouse,Tourism & Attractions,Tourism & Attractions
fountain,Tourism & Attractions,Tourism & Attractions
historical_tours,Tourism & Attractions,Tourism & Attractions
wine_tours,Tourism & Attractions,Tourism & Attractions
palace,Tourism & Attractions,Tourism & Attractions
memorial_park,Tourism & Attractions,Tourism & Attractions
atv_rentals_and_tours,Tourism & Attractions,Tourism & Attractions
attractions_and_activities,Tourism & Attractions,Tourism & Attractions
sculpture_statue,Tourism & Attractions,Tourism & Attractions
monument,Tourism & Attractions,Tourism & Attractions
lookout,Tourism & Attractions,Tourism & Attractions
walking_tours,Tourism & Attractions,Tourism & Attractions
fort,Tourism & Attractions,Tourism & Attractions
tours,Tourism & Attractions,Tourism & Attractions
visitor_center,Tourism & Attractions,Tourism & Attractions
landmark_and_historical_building,Tourism & Attractions,Tourism & Attractions
bus_tours,Tourism & Attractions,Tourism & Attractions
boat_tours,Tourism & Attractions,Tourism & Attractions
castle,Tourism & Attractions,Tourism & Attractions
bike_tours,Tourism & Attractions,Tourism & Attractions
business_storage_and_transportation,Transportation,Transportation
transport_interchange,Transportation,Transportation
seaplane_bases,Transportation,Transportation
railroad_freight,Transportation,Transportation
sport_equipment_rentals,Transportation,Transportation
airport_shuttles,Transportation,Transportation
importers,Transportation,Transportation
heliports,Transportation,Transportation
ferry_service,Transportation,Transportation
ride_sharing,Transportation,Transportation
bus_station,Transportation,Transportation
balloon_ports,Transportation,Transportation
train_station,Transportation,Transportation
railway_service,Transportation,Transportation
parking,Transportation,Transportation
disability_services_and_support_organization,Transportation,Transportation
major_airports,Transportation,Transportation
gliderports,Transportation,Transportation
railway_ticket_agent,Transportation,Transportation
limo_services,Transportation,Transportation
transportation,Transportation,Transportation
airline,Transportation,Transportation
ferry_boat_company,Transportation,Transportation
taxi_service,Transportation,Transportation
airlines,Transportation,Transportation
importer_and_exporter,Transportation,Transportation
light_rail_and_subway_stations,Transportation,Transportation
taxidermist,Transportation,Transportation
pet_transportation,Transportation,Transportation
metro_station,Transportation,Transportation
airport,Transportation,Transportation
it_support_and_service,Transportation,Transportation
bike_parking,Transportation,Transportation
exporters,Transportation,Transportation
airport_terminal,Transportation,Transportation
pet_waste_removal,Utilities & Infrastructure,Utilities & Infrastructure
dam,Utilities & Infrastructure,Utilities & Infrastructure
electrical_wholesaler,Utilities & Infrastructure,Utilities & Infrastructure
garbage_collection_service,Utilities & Infrastructure,Utilities & Infrastructure
telecommunications,Utilities & Infrastructure,Utilities & Infrastructure
utility_service,Utilities & Infrastructure,Utilities & Infrastructure
energy_equipment_and_solution,Utilities & Infrastructure,Utilities & Infrastructure
power_plants_and_power_plant_service,Utilities & Infrastructure,Utilities & Infrastructure
water_supplier,Utilities & Infrastructure,Utilities & Infrastructure
energy_company,Utilities & Infrastructure,Utilities & Infrastructure
toll_stations,Utilities & Infrastructure,Utilities & Infrastructure
telecommunications_company,Utilities & Infrastructure,Utilities & Infrastructure
pipeline_transportation,Utilities & Infrastructure,Utilities & Infrastructure
wind_energy,Utilities & Infrastructure,Utilities & Infrastructure
internet_service_provider,Utilities & Infrastructure,Utilities & Infrastructure
home_energy_auditor,Utilities & Infrastructure,Utilities & Infrastructure
bridge,Utilities & Infrastructure,Utilities & Infrastructure
electricity_supplier,Utilities & Infrastructure,Utilities & Infrastructure
electric_utility_provider,Utilities & Infrastructure,Utilities & Infrastructure
recycling_center,Utilities & Infrastructure,Utilities & Infrastructure
b2b_energy_and_mining,Utilities & Infrastructure,Utilities & Infrastructure
telephone_services,Utilities & Infrastructure,Utilities & Infrastructure
hazardous_waste_disposal,Utilities & Infrastructure,Utilities & Infrastructure
