OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary,FSQ_Category_ID,FSQ_Category_Label
temp_agency,Professional Services,Professional Services,Business and Professional Services,11001,Business and Professional Services > Advertising Agency
direct_mail_advertising,Professional Services,Professional Services,Business and Professional Services,11185,Business and Professional Services > Direct Mail and Email Marketing Service
it_consultant,Professional Services,Professional Services,Business and Professional Services,11108,Business and Professional Services > Technology Business > IT Service
structural_engineer,Professional Services,Professional Services,Business and Professional Services,11034,Business and Professional Services > Engineer
product_design,Professional Services,Professional Services,Business and Professional Services,11030,Business and Professional Services > Design Studio
law_enforcement,Professional Services,Professional Services,Business and Professional Services,11112,Business and Professional Services > Legal Service > Law Office
business_records_storage_and_management,Professional Services,Professional Services,Business and Professional Services,11000,Business and Professional Services
architecture,Professional Services,Professional Services,Business and Professional Services,11003,Business and Professional Services > Architecture Firm
agricultural_engineering_service,Professional Services,Professional Services,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
real_estate_law,Professional Services,Professional Services,Business and Professional Services,11145,Business and Professional Services > Real Estate Service
tenant_and_eviction_law,Professional Services,Professional Services,Business and Professional Services,11112,Business and Professional Services > Legal Service > Law Office
energy_management_and_conservation_consultants,Professional Services,Professional Services,Business and Professional Services,11119,Business and Professional Services > Management Consultant
consultant_and_general_service,Professional Services,Professional Services,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
manufacturing_and_industrial_consultant,Professional Services,Professional Services,Business and Professional Services,11105,Business and Professional Services > Industrial Equipment Supplier
ip_and_internet_law,Professional Services,Professional Services,Business and Professional Services,11112,Business and Professional Services > Legal Service > Law Office
bankruptcy_law,Professional Services,Professional Services,Business and Professional Services,11050,Business and Professional Services > Financial Service > Credit Counseling and Bankruptcy Service
outdoor_advertising,Professional Services,Professional Services,Business and Professional Services,11189,"Business and Professional Services > Print, TV, Radio and Outdoor Advertising Service"
transcription_services,Professional Services,Professional Services,Business and Professional Services,11000,Business and Professional Services
property_management,Professional Services,Professional Services,Business and Professional Services,11148,Business and Professional Services > Real Estate Service > Property Management Office
b2b_cleaning_and_waste_management,Professional Services,Professional Services,Business and Professional Services,11175,Business and Professional Services > Waste Management Service
financial_service,Professional Services,Professional Services,Business and Professional Services,11042,Business and Professional Services > Financial Service
interior_design,Professional Services,Professional Services,Business and Professional Services,11030,Business and Professional Services > Design Studio
image_consultant,Professional Services,Professional Services,Business and Professional Services,11119,Business and Professional Services > Management Consultant
legal_services,Professional Services,Professional Services,Business and Professional Services,11111,Business and Professional Services > Legal Service
employment_law,Professional Services,Professional Services,Business and Professional Services,11033,Business and Professional Services > Employment Agency
social_security_law,Professional Services,Professional Services,Business and Professional Services,11112,Business and Professional Services > Legal Service > Law Office
floral_designer,Professional Services,Professional Services,Business and Professional Services,11090,Business and Professional Services > Home Improvement Service > Interior Designer
stress_management_services,Professional Services,Professional Services,Business and Professional Services,11119,Business and Professional Services > Management Consultant
instrumentation_engineers,Professional Services,Professional Services,Business and Professional Services,11000,Business and Professional Services
tax_services,Professional Services,Professional Services,Business and Professional Services,11000,Business and Professional Services
appraisal_services,Professional Services,Professional Services,Business and Professional Services,11000,Business and Professional Services
exterior_design,Professional Services,Professional Services,Business and Professional Services,11030,Business and Professional Services > Design Studio
immigration_law,Professional Services,Professional Services,Business and Professional Services,11112,Business and Professional Services > Legal Service > Law Office
editorial_services,Professional Services,Professional Services,Business and Professional Services,11000,Business and Professional Services
landscape_architect,Professional Services,Professional Services,Business and Professional Services,11000,Business and Professional Services
contract_law,Professional Services,Professional Services,Business and Professional Services,11112,Business and Professional Services > Legal Service > Law Office
executive_search_consultants,Professional Services,Professional Services,Business and Professional Services,11193,Business and Professional Services > Search Engine Marketing and Optimization Service
disability_law,Professional Services,Professional Services,Business and Professional Services,11112,Business and Professional Services > Legal Service > Law Office
estate_planning_law,Professional Services,Professional Services,Business and Professional Services,11106,Business and Professional Services > Industrial Estate
mediator,Professional Services,Professional Services,Business and Professional Services,11000,Business and Professional Services
home_inspector,Real Estate,Real Estate,Business and Professional Services,11059,Business and Professional Services > Funeral Home
real_estate_photography,Real Estate,Real Estate,Business and Professional Services,11145,Business and Professional Services > Real Estate Service
home_developer,Real Estate,Real Estate,Business and Professional Services,11059,Business and Professional Services > Funeral Home
real_estate_agent,Real Estate,Real Estate,Business and Professional Services,11145,Business and Professional Services > Real Estate Service
commercial_real_estate,Real Estate,Real Estate,Business and Professional Services,11147,Business and Professional Services > Real Estate Service > Commercial Real Estate Developer
real_estate_service,Real Estate,Real Estate,Business and Professional Services,11145,Business and Professional Services > Real Estate Service
home_staging,Real Estate,Real Estate,Business and Professional Services,11059,Business and Professional Services > Funeral Home
real_estate,Real Estate,Real Estate,Business and Professional Services,11145,Business and Professional Services > Real Estate Service
episcopal_church,Religious & Spiritual,Religious & Spiritual,Community and Government,12101,Community and Government > Spiritual Center > Church
pentecostal_church,Religious & Spiritual,Religious & Spiritual,Community and Government,12101,Community and Government > Spiritual Center > Church
church_cathedral,Religious & Spiritual,Religious & Spiritual,Community and Government,12101,Community and Government > Spiritual Center > Church
synagogue,Religious & Spiritual,Religious & Spiritual,Community and Government,12110,Community and Government > Spiritual Center > Synagogue
religious_organization,Religious & Spiritual,Religious & Spiritual,Community and Government,12062,Community and Government > Education > Religious School
mystic,Religious & Spiritual,Religious & Spiritual,Community and Government,12000,Community and Government
catholic_church,Religious & Spiritual,Religious & Spiritual,Community and Government,12101,Community and Government > Spiritual Center > Church
jehovahs_witness_kingdom_hall,Religious & Spiritual,Religious & Spiritual,Community and Government,12104,Community and Government > Spiritual Center > Kingdom Hall
religious_items,Religious & Spiritual,Religious & Spiritual,Community and Government,12062,Community and Government > Education > Religious School
mosque,Religious & Spiritual,Religious & Spiritual,Community and Government,12106,Community and Government > Spiritual Center > Mosque
psychic,Religious & Spiritual,Religious & Spiritual,Community and Government,12000,Community and Government
sikh_temple,Religious & Spiritual,Religious & Spiritual,Community and Government,12109,Community and Government > Spiritual Center > Sikh Temple
astrologer,Religious & Spiritual,Religious & Spiritual,Community and Government,12000,Community and Government
evangelical_church,Religious & Spiritual,Religious & Spiritual,Community and Government,12101,Community and Government > Spiritual Center > Church
buddhist_temple,Religious & Spiritual,Religious & Spiritual,Community and Government,12099,Community and Government > Spiritual Center > Buddhist Temple
temple,Religious & Spiritual,Religious & Spiritual,Community and Government,12099,Community and Government > Spiritual Center > Buddhist Temple
hindu_temple,Religious & Spiritual,Religious & Spiritual,Community and Government,12103,Community and Government > Spiritual Center > Hindu Temple
baptist_church,Religious & Spiritual,Religious & Spiritual,Community and Government,12101,Community and Government > Spiritual Center > Church
religious_destination,Religious & Spiritual,Religious & Spiritual,Community and Government,12062,Community and Government > Education > Religious School
wedding_chapel,Religious & Spiritual,Religious & Spiritual,Community and Government,12000,Community and Government
anglican_church,Religious & Spiritual,Religious & Spiritual,Community and Government,12101,Community and Government > Spiritual Center > Church
convents_and_monasteries,Religious & Spiritual,Religious & Spiritual,Community and Government,12000,Community and Government
meditation_center,Religious & Spiritual,Religious & Spiritual,Community and Government,12001,Community and Government > Addiction Treatment Center
mission,Religious & Spiritual,Religious & Spiritual,Community and Government,12000,Community and Government
psychic_medium,Religious & Spiritual,Religious & Spiritual,Community and Government,12000,Community and Government
hardware_store,Retail & Shopping,Retail & Shopping,Retail,17090,Retail > Hardware Store
thrift_store,Retail & Shopping,Retail & Shopping,Retail,17138,Retail > Vintage and Thrift Store
threads_and_yarns_wholesaler,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store
home_theater_systems_stores,Retail & Shopping,Retail & Shopping,Retail,17082,Retail > Furniture and Home Store
kiosk,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
aquatic_pet_store,Retail & Shopping,Retail & Shopping,Retail,17110,Retail > Pet Supplies Store
sunglasses_store,Retail & Shopping,Retail & Shopping,Retail,17049,Retail > Fashion Retail > Sunglasses Store
furniture_accessory_store,Retail & Shopping,Retail & Shopping,Retail,17082,Retail > Furniture and Home Store
convenience_store,Retail & Shopping,Retail & Shopping,Retail,17029,Retail > Convenience Store
clothing_company,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store
outdoor_gear,Retail & Shopping,Retail & Shopping,Retail,17103,Retail > Outdoor Supply Store
formal_wear_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
flea_market,Retail & Shopping,Retail & Shopping,Retail,17054,Retail > Flea Market
orthopedic_shoe_store,Retail & Shopping,Retail & Shopping,Retail,17048,Retail > Fashion Retail > Shoe Store
ethical_grocery,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store
childrens_clothing_store,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store
fur_clothing,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store
grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store
welding_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store
building_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store
marketing_agency,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
kosher_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store
b2b_apparel,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
plus_size_clothing,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store
car_stereo_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
lawn_mower_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
pet_store,Retail & Shopping,Retail & Shopping,Retail,17110,Retail > Pet Supplies Store
rug_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
tire_repair_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
retail,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
asian_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store
online_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
duty_free_shop,Retail & Shopping,Retail & Shopping,Retail,17036,Retail > Duty-free Store
womens_clothing_store,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store
paint_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
framing_store,Retail & Shopping,Retail & Shopping,Retail,17081,Retail > Framing Store
swimwear_store,Retail & Shopping,Retail & Shopping,Retail,17050,Retail > Fashion Retail > Swimwear Store
window_treatment_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
gift_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
discount_store,Retail & Shopping,Retail & Shopping,Retail,17034,Retail > Discount Store
photography_store_and_services,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store
home_improvement_store,Retail & Shopping,Retail & Shopping,Retail,17082,Retail > Furniture and Home Store
mattress_store,Retail & Shopping,Retail & Shopping,Retail,17088,Retail > Furniture and Home Store > Mattress Store
supermarket,Retail & Shopping,Retail & Shopping,Retail,17142,Retail > Food and Beverage Retail > Supermarket
reptile_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
spiritual_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
pawn_shop,Retail & Shopping,Retail & Shopping,Retail,17108,Retail > Pawn Shop
machine_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
japanese_confectionery_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
water_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
internet_marketing_service,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
lumber_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
outdoor_furniture_store,Retail & Shopping,Retail & Shopping,Retail,17082,Retail > Furniture and Home Store
wholesale_store,Retail & Shopping,Retail & Shopping,Retail,17139,Retail > Warehouse or Wholesale Store
night_market,Retail & Shopping,Retail & Shopping,Retail,17054,Retail > Flea Market
fertilizer_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
ceremonial_clothing,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store
fashion_accessories_store,Retail & Shopping,Retail & Shopping,Retail,17044,Retail > Fashion Retail > Fashion Accessories Store
surf_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
art_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store
army_and_navy_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store
academic_bookstore,Retail & Shopping,Retail & Shopping,Retail,17018,Retail > Bookstore
flower_markets,Retail & Shopping,Retail & Shopping,Retail,17056,Retail > Flower Store
carpet_store,Retail & Shopping,Retail & Shopping,Retail,17083,Retail > Furniture and Home Store > Carpet Store
eyewear_and_optician,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store
boat_parts_and_supply_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store
audio_visual_equipment_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
outlet_store,Retail & Shopping,Retail & Shopping,Retail,17105,Retail > Outlet Store
farmers_market,Retail & Shopping,Retail & Shopping,Retail,17065,Retail > Food and Beverage Retail > Farmers Market
custom_t_shirt_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
hair_supply_stores,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store
denim_wear_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
uniform_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
musical_instrument_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
gun_and_ammo,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store
traditional_clothing,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store
dive_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
music_and_dvd_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store
luggage_store,Retail & Shopping,Retail & Shopping,Retail,17094,Retail > Luggage Store
mexican_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store
optical_wholesaler,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
skate_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
toy_store,Retail & Shopping,Retail & Shopping,Retail,17135,Retail > Toy Store
tobacco_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
personal_shopper,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
liquor_store,Retail & Shopping,Retail & Shopping,Retail,17076,Retail > Food and Beverage Retail > Liquor Store
diy_auto_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
jewelry_store,Retail & Shopping,Retail & Shopping,Retail,17045,Retail > Fashion Retail > Jewelry Store
shoe_store,Retail & Shopping,Retail & Shopping,Retail,17048,Retail > Fashion Retail > Shoe Store
international_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store
piano_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
hobby_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
herbal_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
used_vintage_and_consignment,Retail & Shopping,Retail & Shopping,Retail,17138,Retail > Vintage and Thrift Store
newspaper_and_magazines_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store
bridal_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
honey_farm_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
mobile_phone_store,Retail & Shopping,Retail & Shopping,Retail,17026,Retail > Computers and Electronics Retail > Mobile Phone Store
boutique,Retail & Shopping,Retail & Shopping,Retail,17020,Retail > Boutique
firework_retailer,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
guitar_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
specialty_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store
indian_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store
flowers_and_gifts_shop,Retail & Shopping,Retail & Shopping,Retail,17075,Retail > Food and Beverage Retail > Kuruyemişçi Shop
telemarketing_services,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
knitting_supply,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store
korean_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store
brewing_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store
lighting_store,Retail & Shopping,Retail & Shopping,Retail,17087,Retail > Furniture and Home Store > Lighting Store
trophy_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
herb_and_spice_shop,Retail & Shopping,Retail & Shopping,Retail,17075,Retail > Food and Beverage Retail > Kuruyemişçi Shop
flooring_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
comic_books_store,Retail & Shopping,Retail & Shopping,Retail,17022,Retail > Comic Book Store
russian_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store
vinyl_record_store,Retail & Shopping,Retail & Shopping,Retail,17113,Retail > Record Store
auto_parts_and_supply_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store
pen_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
handicraft_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
designer_clothing,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store
bookstore,Retail & Shopping,Retail & Shopping,Retail,17018,Retail > Bookstore
perfume_store,Retail & Shopping,Retail & Shopping,Retail,17109,Retail > Perfume Store
plastic_injection_molding_workshop,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
woodworking_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store
agricultural_seed_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
craft_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
japanese_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store
appliance_store,Retail & Shopping,Retail & Shopping,Retail,17084,Retail > Furniture and Home Store > Home Appliance Store
beverage_store,Retail & Shopping,Retail & Shopping,Retail,17058,Retail > Food and Beverage Retail > Beer Store
electronics_repair_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
bathroom_fixture_stores,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
candle_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
tire_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
watch_store,Retail & Shopping,Retail & Shopping,Retail,17051,Retail > Fashion Retail > Watch Store
computer_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
farming_equipment_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
cannabis_dispensary,Retail & Shopping,Retail & Shopping,Retail,17021,Retail > Cannabis Store
do_it_yourself_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
sporting_goods,Retail & Shopping,Retail & Shopping,Retail,17117,Retail > Sporting Goods Retail
electrical_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store
marketing_consultant,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
livestock_feed_and_supply_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store
kitchen_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store
battery_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
drone_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
souvenir_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
shopping_center,Retail & Shopping,Retail & Shopping,Retail,17101,Retail > Garden Center
t_shirt_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
video_game_store,Retail & Shopping,Retail & Shopping,Retail,17027,Retail > Computers and Electronics Retail > Video Games Store
custom_cakes_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
mens_clothing_store,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store
auto_body_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
horse_equipment_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
fabric_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
avionics_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
electronics,Retail & Shopping,Retail & Shopping,Retail,17023,Retail > Computers and Electronics Retail
organic_grocery_store,Retail & Shopping,Retail & Shopping,Retail,17069,Retail > Food and Beverage Retail > Grocery Store
antique_store,Retail & Shopping,Retail & Shopping,Retail,17002,Retail > Antique Store
educational_supply_store,Retail & Shopping,Retail & Shopping,Retail,17086,Retail > Furniture and Home Store > Kitchen Supply Store
motorsports_store,Retail & Shopping,Retail & Shopping,Retail,17013,Retail > Automotive Retail > Motorsports Store
custom_clothing,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store
superstore,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
pop_up_shop,Retail & Shopping,Retail & Shopping,Retail,17111,Retail > Pop-Up Store
wallpaper_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
furniture_store,Retail & Shopping,Retail & Shopping,Retail,17082,Retail > Furniture and Home Store
military_surplus_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
indian_sweets_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
cards_and_stationery_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store
archery_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
bird_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
lingerie_store,Retail & Shopping,Retail & Shopping,Retail,17046,Retail > Fashion Retail > Lingerie Store
used_bookstore,Retail & Shopping,Retail & Shopping,Retail,17019,Retail > Bookstore > Used Bookstore
home_goods_store,Retail & Shopping,Retail & Shopping,Retail,17082,Retail > Furniture and Home Store
dairy_stores,Retail & Shopping,Retail & Shopping,Retail,17064,Retail > Food and Beverage Retail > Dairy Store
clothing_store,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store
iron_and_steel_store,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store
ski_and_snowboard_shop,Retail & Shopping,Retail & Shopping,Retail,17075,Retail > Food and Beverage Retail > Kuruyemişçi Shop
clothing_rental,Retail & Shopping,Retail & Shopping,Retail,17042,Retail > Fashion Retail > Children's Clothing Store
rental_kiosks,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
shopping,Retail & Shopping,Retail & Shopping,Retail,17114,Retail > Shopping Mall
department_store,Retail & Shopping,Retail & Shopping,Retail,17033,Retail > Department Store
hat_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
adult_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
costume_store,Retail & Shopping,Retail & Shopping,Retail,17031,Retail > Costume Store
e_cigarette_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
bedding_and_bath_stores,Retail & Shopping,Retail & Shopping,Retail,17003,Retail > Arts and Crafts Store
bicycle_shop,Retail & Shopping,Retail & Shopping,Retail,17015,Retail > Betting Shop
safe_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
drugstore,Retail & Shopping,Retail & Shopping,Retail,17035,Retail > Drugstore
handbag_stores,Retail & Shopping,Retail & Shopping,Retail,17000,Retail
wig_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
tile_store,Retail & Shopping,Retail & Shopping,Retail,17001,Retail > Adult Store
baseball_field,Sports & Recreation,Sports & Recreation,Sports and Recreation,18004,Sports and Recreation > Baseball > Baseball Field
surfing,Sports & Recreation,Sports & Recreation,Sports and Recreation,18072,Sports and Recreation > Water Sports > Surfing
volleyball_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18003,Sports and Recreation > Baseball > Baseball Club
go_kart_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18003,Sports and Recreation > Baseball > Baseball Club
go_kart_track,Sports & Recreation,Sports & Recreation,Sports and Recreation,18039,Sports and Recreation > Race Track
rugby_pitch,Sports & Recreation,Sports & Recreation,Sports and Recreation,18050,Sports and Recreation > Rugby > Rugby Pitch
trail,Sports & Recreation,Sports & Recreation,Sports and Recreation,18084,Sports and Recreation > Snow Sports > Ski Resort and Area > Ski Trail
free_diving_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18030,Sports and Recreation > Gymnastics > Gymnastics Center
baseball_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18002,Sports and Recreation > Baseball
disc_golf_course,Sports & Recreation,Sports & Recreation,Sports and Recreation,18018,Sports and Recreation > Golf > Golf Course
paintball,Sports & Recreation,Sports & Recreation,Sports and Recreation,18037,Sports and Recreation > Paintball Field
professional_sports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
golf_instructor,Sports & Recreation,Sports & Recreation,Sports and Recreation,18016,Sports and Recreation > Golf
school_sports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation,18076,Sports and Recreation > Water Sports > Swimming > Swim School
sky_diving,Sports & Recreation,Sports & Recreation,Sports and Recreation,18071,Sports and Recreation > Water Sports > Scuba Diving Instructor
paddleboarding_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18030,Sports and Recreation > Gymnastics > Gymnastics Center
sports_and_recreation_venue,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
mountain_bike_trails,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
canoe_and_kayak_hire_service,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental
horse_racing_track,Sports & Recreation,Sports & Recreation,Sports and Recreation,18039,Sports and Recreation > Race Track
archery_range,Sports & Recreation,Sports & Recreation,Sports and Recreation,18019,Sports and Recreation > Golf > Golf Driving Range
sailing_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18070,Sports and Recreation > Water Sports > Sailing Club
fishing_charter,Sports & Recreation,Sports & Recreation,Sports and Recreation,18086,Sports and Recreation > Fishing Area
